method,filter_size,endpoint_case,run,time_label,time_ns,path_kind,path_score_Acm-2,bottleneck_capacity_Acm-2,bottleneck_x_um,bottleneck_y_um,bottleneck_zone,bottleneck_Je_x_Acm-2,bottleneck_Je_y_Acm-2,bottleneck_Je_mag_Acm-2,bottleneck_Jtotal_Acm-2,bottleneck_electron_cm-3,bottleneck_impact_cm-3s-1,path_max_depth_um,path_channel_fraction,path_UID_fraction,path_substrate_fraction,path_points
native-vertex-Delaunay,1,x2-x18_surface-only,RUN109,t100ns,100.0,scalar,0.0,0.0,2.0625,0.0,contact-extension,0.0,0.0,0.0,1912.52422,2.023765205e+18,0.0,0.0,1.0,0.0,0.0,183
native-vertex-Delaunay,1,x2-x18_surface-only,RUN109,t100ns,100.0,directed,0.0,0.0,2.0,0.009375,contact-extension,-542.851635,-667.553575,860.4159884134266,1742.43732,2.032042e+18,0.0,0.2,0.9453507006451706,0.05464929935482935,0.0,191
native-vertex-Delaunay,1,x3-x17_channel-edge,RUN109,t100ns,100.0,scalar,77.07193866411785,77.07193866411785,14.4296875,0.01875,channel-drift,-77.3929625,1.11535233,77.4009990590977,313.9121935,24063448350000.0,4.6193006449999994e+23,0.25,0.9150425174598171,0.08495748254018282,0.0,178
native-vertex-Delaunay,1,x3-x17_channel-edge,RUN109,t100ns,100.0,directed,77.062985,77.062985,14.5390625,0.01875,channel-drift,-77.2506047,1.2331917,77.2604471141904,344.77265,24178418000000.0,6.148081815e+23,0.2,0.9373765975172142,0.06262340248278549,0.0,172
native-vertex-Delaunay,1,x2-x18_channel-edge,RUN109,t500ns,500.0,scalar,16.386619903977902,16.386619903977902,14.5390625,0.01875,channel-drift,-16.405009200000002,0.2946535155,16.40765515076061,82.7340617,5112806410000.0,1.2612822449999999e+23,0.275,0.9086220710290687,0.0913779289709314,0.0,196
native-vertex-Delaunay,1,x2-x18_channel-edge,RUN109,t500ns,500.0,directed,16.3837438,16.3837438,14.6484375,0.01875,channel-drift,-16.5709411,0.3149034805,16.573932941269558,90.62380285,5229420530000.0,1.67589317e+23,0.225,0.942240533266243,0.05775946673375712,0.0,190
native-vertex-Delaunay,1,x2-x18_surface-only,RUN109,t500ns,500.0,scalar,0.0,0.0,2.0625,0.0,contact-extension,0.0,0.0,0.0,460.8579675,2.02392146e+18,0.0,0.0,1.0,0.0,0.0,183
native-vertex-Delaunay,1,x2-x18_surface-only,RUN109,t500ns,500.0,directed,0.0,0.0,2.0,0.009375,contact-extension,-132.7554005,-163.1812765,210.36189142067735,423.2342175,2.03220415e+18,0.0,0.225,0.9424405637417013,0.057559436258298756,0.0,193
native-vertex-Delaunay,1,x3-x17_channel-edge,RUN109,t500ns,500.0,scalar,16.386619903977902,16.386619903977902,14.5390625,0.01875,channel-drift,-16.405009200000002,0.2946535155,16.40765515076061,82.7340617,5112806410000.0,1.2612822449999999e+23,0.275,0.8898989741309217,0.11010102586907825,0.0,178
native-vertex-Delaunay,1,x3-x17_channel-edge,RUN109,t500ns,500.0,directed,16.3837438,16.3837438,14.6484375,0.01875,channel-drift,-16.5709411,0.3149034805,16.573932941269558,90.62380285,5229420530000.0,1.67589317e+23,0.225,0.9341658996438174,0.0658341003561826,0.0,175
