time_label,path_score_Acm-2,bottleneck_x_um,bottleneck_y_um,bottleneck_zone,bottleneck_Je_mag_Acm-2,path_channel_fraction,path_UID_fraction,path_substrate_fraction
t50ns,189.65565,14.6484375,0.01875,channel-drift,191.4784976398664,0.9529573744937676,0.0470426255062321,0.0
t100ns,62.8017656,14.6484375,0.01875,channel-drift,63.39701972453193,0.9451601949891204,0.0548398050108795,0.0
t500ns,13.6063851,14.6484375,0.01875,channel-drift,13.714863908281565,0.9451601949891204,0.0548398050108795,0.0
