RUN094_time_s,RUN094_Id,RUN094_ImpactMax,RUN094_HoleMax,RUN094_Tmax,RUN094_JouleMax,RUN092_nearest_time_s,RUN092_Id,RUN092_ImpactMax,RUN092_HoleMax,RUN092_Tmax,RUN092_JouleMax
6.0439778310296e-10,0.0001920157567,1.381934661e+28,1.024045943e+20,404.3786429,2173954554000.0,5.92336025658832e-10,0.0001052884822,2.119158249e+27,4.675141663e+19,329.7671137,1542624125000.0
6.08934096268481e-10,0.0001896066586,1.343923515e+28,1.025574647e+20,404.5658242,2164626721000.0,6.16834509655184e-10,0.0001050586966,2.065178446e+27,4.827543957e+19,330.5184591,1534138657000.0
6.1152405320692e-10,0.0001882312861,1.322293366e+28,1.026421603e+20,404.6673671,2159192034000.0,6.16834509655184e-10,0.0001050586966,2.065178446e+27,4.827543957e+19,330.5184591,1534138657000.0
6.16703967083797e-10,0.0001854563832,1.279340704e+28,1.028059508e+20,404.8588701,2148069013000.0,6.16834509655184e-10,0.0001050586966,2.065178446e+27,4.827543957e+19,330.5184591,1534138657000.0
6.21883880960674e-10,0.0001826929777,1.236866517e+28,1.029623626e+20,405.0348773,2136429616000.0,6.16834509655184e-10,0.0001050586966,2.065178446e+27,4.827543957e+19,330.5184591,1534138657000.0
6.27063794837552e-10,0.0001799177553,1.194807679e+28,1.031114614e+20,405.1951927,2124298684000.0,6.28799504297027e-10,0.0001049615936,2.039405215e+27,4.899428561e+19,330.8713036,1529966861000.0
6.32243708714429e-10,0.0001771382406,1.153117323e+28,1.032532792e+20,405.3397858,2111840335000.0,6.28799504297027e-10,0.0001049615936,2.039405215e+27,4.899428561e+19,330.8713036,1529966861000.0
6.37423622591306e-10,0.0001743266561,1.112022165e+28,1.033878947e+20,405.4685956,2098631338000.0,6.4076449893887e-10,0.0001048708678,2.014099897e+27,4.969755073e+19,331.2156481,1525803886000.0
6.42386609520401e-10,0.0001716320211,1.073133729e+28,1.035102088e+20,405.5767411,2085199550000.0,6.4076449893887e-10,0.0001048708678,2.014099897e+27,4.969755073e+19,331.2156481,1525803886000.0
6.47625841024508e-10,0.0001687428119,1.032494958e+28,1.036322671e+20,405.6744407,2070674222000.0,6.52729493580714e-10,0.0001047836116,1.989281573e+27,5.038596591e+19,331.5519679,1521660918000.0
6.53292609463247e-10,0.0001655966232,9.892351188e+27,1.037561963e+20,405.7611773,2054197197000.0,6.52729493580714e-10,0.0001047836116,1.989281573e+27,5.038596591e+19,331.5519679,1521660918000.0
6.56990747831625e-10,0.0001635197392,9.614007984e+27,1.038325916e+20,405.8069402,2042703521000.0,6.52729493580714e-10,0.0001047836116,1.989281573e+27,5.038596591e+19,331.5519679,1521660918000.0
6.61139882616331e-10,0.000161200756,9.304685627e+27,1.039141192e+20,405.8476962,2029329185000.0,6.64694488222557e-10,0.0001046971094,1.964958606e+27,5.106021838e+19,331.8806977,1517546153000.0
6.69131052589616e-10,0.0001565857549,8.719244641e+27,1.040587018e+20,405.894437,2002415329000.0,6.64694488222557e-10,0.0001046971094,1.964958606e+27,5.106021838e+19,331.8806977,1517546153000.0
6.70932740643441e-10,0.0001555345667,8.589373369e+27,1.040890579e+20,405.8991576,1995973247000.0,6.64694488222557e-10,0.0001046971094,1.964958606e+27,5.106021838e+19,331.8806977,1517546153000.0
6.72838570804577e-10,0.000154439665,8.452718177e+27,1.041202778e+20,405.9017438,1988936498000.0,6.64694488222557e-10,0.0001046971094,1.964958606e+27,5.106021838e+19,331.8806977,1517546153000.0
6.76196415536555e-10,0.0001524627473,8.213698332e+27,1.041730506e+20,405.9000868,1976100530000.0,6.64694488222557e-10,0.0001046971094,1.964958606e+27,5.106021838e+19,331.8806977,1517546153000.0
6.82912105000511e-10,0.0001484066073,7.742638071e+27,1.042700532e+20,405.8724433,1949223370000.0,6.88624477506244e-10,0.0001045177698,1.917771152e+27,5.236890612e+19,332.517014,1509418494000.0
6.85311119665305e-10,0.0001469378301,7.577112795e+27,1.043019608e+20,405.8546079,1939109035000.0,6.88624477506244e-10,0.0001045177698,1.917771152e+27,5.236890612e+19,332.517014,1509418494000.0
6.87034145556813e-10,0.0001458760888,7.458708808e+27,1.043239878e+20,405.8391472,1931588638000.0,6.88624477506244e-10,0.0001045177698,1.917771152e+27,5.236890612e+19,332.517014,1509418494000.0
6.90377958098755e-10,0.0001437857618,7.230729783e+27,1.043646002e+20,405.802579,1916358809000.0,6.88624477506244e-10,0.0001045177698,1.917771152e+27,5.236890612e+19,332.517014,1509418494000.0
6.93721770640696e-10,0.0001416554501,7.004827492e+27,1.044023906e+20,405.7570493,1900435016000.0,6.88624477506244e-10,0.0001045177698,1.917771152e+27,5.236890612e+19,332.517014,1509418494000.0
6.97065583182638e-10,0.0001394589615,6.781632245e+27,1.04437363e+20,405.7236854,1883839028000.0,6.88624477506244e-10,0.0001045177698,1.917771152e+27,5.236890612e+19,332.517014,1509418494000.0
7.0040939572458e-10,0.0001372449663,6.560775129e+27,1.044695272e+20,405.6864207,1866316130000.0,6.88624477506244e-10,0.0001045177698,1.917771152e+27,5.236890612e+19,332.517014,1509418494000.0
7.03545696526817e-10,0.0001351046521,6.355231813e+27,1.044971158e+20,405.6426258,1848903354000.0,7.12205375816336e-10,0.000104322412,1.873009989e+27,5.361006632e+19,333.1184827,1501536726000.0
7.06681997329054e-10,0.0001329332769,6.151548782e+27,1.045221907e+20,405.5898605,1830645358000.0,7.12205375816336e-10,0.000104322412,1.873009989e+27,5.361006632e+19,333.1184827,1501536726000.0
7.0983496230129e-10,0.0001306563402,5.949198185e+27,1.045448662e+20,405.5274347,1811665341000.0,7.12205375816336e-10,0.000104322412,1.873009989e+27,5.361006632e+19,333.1184827,1501536726000.0
7.12469959899337e-10,0.0001287287639,5.781213284e+27,1.045618602e+20,405.4678084,1795339278000.0,7.12205375816336e-10,0.000104322412,1.873009989e+27,5.361006632e+19,333.1184827,1501536726000.0
7.15703008222853e-10,0.0001263163631,5.576471698e+27,1.045802365e+20,405.3848731,1773905916000.0,7.12205375816336e-10,0.000104322412,1.873009989e+27,5.361006632e+19,333.1184827,1501536726000.0
7.1907581949337e-10,0.0001236603353,5.364832156e+27,1.045964664e+20,405.2860793,1749831657000.0,7.23009287565327e-10,0.0001042235829,1.85301433e+27,5.416369604e+19,333.3861422,1497961441000.0
7.20894632361975e-10,0.0001221923918,5.25152118e+27,1.046039661e+20,405.2273065,1736149245000.0,7.23009287565327e-10,0.0001042235829,1.85301433e+27,5.416369604e+19,333.3861422,1497961441000.0
7.22814670303475e-10,0.0001206051334,5.132304081e+27,1.046109184e+20,405.1608907,1721115940000.0,7.23009287565327e-10,0.0001042235829,1.85301433e+27,5.416369604e+19,333.3861422,1497961441000.0
7.25831510881097e-10,0.0001180328727,4.945568187e+27,1.046197979e+20,405.0470173,1695897080000.0,7.23009287565327e-10,0.0001042235829,1.85301433e+27,5.416369604e+19,333.3861422,1497961441000.0
7.2884403065622e-10,0.0001153276688,4.760329339e+27,1.046261323e+20,404.9208495,1668348598000.0,7.33813199314317e-10,0.0001041176879,1.83329437e+27,5.470839251e+19,333.649089,1494401592000.0
7.3035241069266e-10,0.0001139322243,4.667958919e+27,1.046283418e+20,404.8526436,1653613932000.0,7.33813199314317e-10,0.0001041176879,1.83329437e+27,5.470839251e+19,333.649089,1494401592000.0
7.31909110000908e-10,0.0001124204808,4.572601733e+27,1.046299322e+20,404.7784963,1637748625000.0,7.33813199314317e-10,0.0001041176879,1.83329437e+27,5.470839251e+19,333.649089,1494401592000.0
7.33465809309156e-10,0.0001108888205,4.477340583e+27,1.046308086e+20,404.7003684,1621164140000.0,7.33813199314317e-10,0.0001041176879,1.83329437e+27,5.470839251e+19,333.649089,1494401592000.0
7.34951256267034e-10,0.000109337292,4.386622636e+27,1.046309695e+20,404.621943,1604562577000.0,7.33813199314317e-10,0.0001041176879,1.83329437e+27,5.470839251e+19,333.649089,1494401592000.0
7.36436703224913e-10,0.0001077519198,4.295979635e+27,1.046304628e+20,404.5395486,1587069597000.0,7.33813199314317e-10,0.0001041176879,1.83329437e+27,5.470839251e+19,333.649089,1494401592000.0
7.37922150182791e-10,0.0001061158657,4.205185441e+27,1.046292732e+20,404.4529637,1568562980000.0,7.33813199314317e-10,0.0001041176879,1.83329437e+27,5.470839251e+19,333.649089,1494401592000.0
7.39407597140669e-10,0.000104373265,4.114085839e+27,1.046273785e+20,404.3619287,1548945449000.0,7.44617111063308e-10,0.0001040040115,1.813815041e+27,5.524446158e+19,333.9074649,1490850881000.0
7.40893044098547e-10,0.0001025300198,4.022775393e+27,1.046247585e+20,404.2661532,1528118764000.0,7.44617111063308e-10,0.0001040040115,1.813815041e+27,5.524446158e+19,333.9074649,1490850881000.0
7.41989627855841e-10,0.0001011083874,3.955112706e+27,1.046223475e+20,404.192228,1511889228000.0,7.44617111063308e-10,0.0001040040115,1.813815041e+27,5.524446158e+19,333.9074649,1490850881000.0
7.43086211613136e-10,9.957994164e-05,3.887068813e+27,1.046195174e+20,404.1154062,1494834872000.0,7.44617111063308e-10,0.0001040040115,1.813815041e+27,5.524446158e+19,333.9074649,1490850881000.0
7.4418279537043e-10,9.79788867e-05,3.81851548e+27,1.046162529e+20,404.0355289,1476832542000.0,7.44617111063308e-10,0.0001040040115,1.813815041e+27,5.524446158e+19,333.9074649,1490850881000.0
7.45279379127724e-10,9.624189738e-05,3.749214505e+27,1.04612533e+20,403.952411,1457731691000.0,7.44617111063308e-10,0.0001040040115,1.813815041e+27,5.524446158e+19,333.9074649,1490850881000.0
7.46375962885018e-10,9.454358827e-05,3.678746818e+27,1.046083295e+20,403.8658348,1437362417000.0,7.44617111063308e-10,0.0001040040115,1.813815041e+27,5.524446158e+19,333.9074649,1490850881000.0
7.48569130399606e-10,9.102644018e-05,3.533348268e+27,1.045983003e+20,403.6811585,1391935713000.0,7.44617111063308e-10,0.0001040040115,1.813815041e+27,5.524446158e+19,333.9074649,1490850881000.0
7.52955465428782e-10,8.324425531e-05,3.231318553e+27,1.04570987e+20,403.2534428,1273051577000.0,7.55421022812299e-10,0.0001038819837,1.794549254e+27,5.577218841e+19,334.161395,1487303945000.0
7.57341800457958e-10,7.370683453e-05,2.924749707e+27,1.045334805e+20,402.7065686,1087124000000.0,7.55421022812299e-10,0.0001038819837,1.794549254e+27,5.577218841e+19,334.161395,1487303945000.0
7.61728135487135e-10,6.084530963e-05,2.623474471e+27,1.044858006e+20,401.9391794,787425333900.0,7.55421022812299e-10,0.0001038819837,1.794549254e+27,5.577218841e+19,334.161395,1487303945000.0
7.66114470516311e-10,4.365416697e-05,2.33468432e+27,1.044283717e+20,400.830949,439452900300.0,7.55421022812299e-10,0.0001038819837,1.794549254e+27,5.577218841e+19,334.161395,1487303945000.0
7.70500805545487e-10,2.543665766e-05,2.063410668e+27,1.043617978e+20,399.4273457,421425263100.0,7.77028846310281e-10,0.000103611448,1.756495836e+27,5.680370569e+19,334.6563496,1480187644000.0
7.74887140574663e-10,1.365406035e-05,1.812989623e+27,1.042867758e+20,397.9956502,403654001000.0,7.77028846310281e-10,0.000103611448,1.756495836e+27,5.680370569e+19,334.6563496,1480187644000.0
7.77080308089252e-10,1.170666222e-05,1.696418968e+27,1.042463379e+20,397.3406419,394931258000.0,7.77028846310281e-10,0.000103611448,1.756495836e+27,5.680370569e+19,334.6563496,1480187644000.0
7.7927347560384e-10,1.19023826e-05,1.586061849e+27,1.042041263e+20,396.7330595,386361305100.0,7.77028846310281e-10,0.000103611448,1.756495836e+27,5.680370569e+19,334.6563496,1480187644000.0
7.81466643118428e-10,1.292064099e-05,1.482124706e+27,1.04160294e+20,396.1603836,377974166400.0,7.77028846310281e-10,0.000103611448,1.756495836e+27,5.680370569e+19,334.6563496,1480187644000.0
7.83659810633016e-10,1.363134733e-05,1.384602165e+27,1.041150017e+20,395.6129731,369789366200.0,7.77028846310281e-10,0.000103611448,1.756495836e+27,5.680370569e+19,334.6563496,1480187644000.0
7.85852978147604e-10,1.367182733e-05,1.293249038e+27,1.04068396e+20,395.0871334,361811420600.0,7.93882660352577e-10,0.0001033742935,1.727137557e+27,5.758702024e+19,335.0307763,1474588690000.0
7.9023931317678e-10,1.291608686e-05,1.127430722e+27,1.039716841e+20,394.0952842,346442497300.0,7.93882660352577e-10,0.0001033742935,1.727137557e+27,5.758702024e+19,335.0307763,1474588690000.0
7.99011983235133e-10,1.169232625e-05,8.537418413e+26,1.037659545e+20,392.3074902,317834950100.0,8.02479444154513e-10,0.0001032444518,1.712228887e+27,5.797968074e+19,335.217928,1471706278000.0
8.03362808722685e-10,1.118387712e-05,7.423765677e+26,1.036584347e+20,391.4994901,304619016600.0,8.02479444154513e-10,0.0001032444518,1.712228887e+27,5.797968074e+19,335.217928,1471706278000.0
8.07713634210237e-10,1.067014159e-05,6.447256762e+26,1.035476727e+20,390.7330897,291997234000.0,8.11076227956449e-10,0.0001031082459,1.697339627e+27,5.836781687e+19,335.4025227,1468799775000.0
8.12064459697788e-10,1.020223938e-05,5.591982385e+26,1.03433898e+20,390.0250798,279935183400.0,8.11076227956449e-10,0.0001031082459,1.697339627e+27,5.836781687e+19,335.4025227,1468799775000.0
8.1641528518534e-10,9.763615981e-06,4.843853181e+26,1.033173171e+20,389.3509755,268402236600.0,8.19673011758385e-10,0.0001029654085,1.682462125e+27,5.875151478e+19,335.5845796,1465866598000.0
8.20766110672892e-10,9.350169543e-06,4.19030633e+26,1.031981178e+20,388.7037404,257370149400.0,8.19673011758385e-10,0.0001029654085,1.682462125e+27,5.875151478e+19,335.5845796,1465866598000.0
8.25116936160444e-10,8.959999382e-06,3.620145846e+26,1.03076471e+20,388.0810095,246812784700.0,8.28269795560321e-10,0.0001028160047,1.667586902e+27,5.913085592e+19,335.7641167,1462903817000.0
8.29467761647996e-10,8.589325705e-06,3.123408058e+26,1.029525324e+20,387.4807732,236705970000.0,8.28269795560321e-10,0.0001028160047,1.667586902e+27,5.913085592e+19,335.7641167,1462903817000.0
8.33818587135548e-10,8.236489091e-06,2.691230907e+26,1.028264438e+20,386.9012949,227027229800.0,8.28269795560321e-10,0.0001028160047,1.667586902e+27,5.913085592e+19,335.7641167,1462903817000.0
8.381694126231e-10,7.900853797e-06,2.315742434e+26,1.026983351e+20,386.3410603,217755627200.0,8.45463363164193e-10,0.0001024974526,1.637765958e+27,5.987677914e+19,336.1156798,1456869637000.0
8.42520238110652e-10,7.582442571e-06,1.989960283e+26,1.025683258e+20,385.7987417,208871634400.0,8.45463363164193e-10,0.0001024974526,1.637765958e+27,5.987677914e+19,336.1156798,1456869637000.0
8.46871063598203e-10,7.281311674e-06,1.707700857e+26,1.024365261e+20,385.2731654,200357031100.0,8.45463363164193e-10,0.0001024974526,1.637765958e+27,5.987677914e+19,336.1156798,1456869637000.0
8.51221889085755e-10,6.997246385e-06,1.463496506e+26,1.023030387e+20,384.7632853,192194814800.0,8.45463363164193e-10,0.0001024974526,1.637765958e+27,5.987677914e+19,336.1156798,1456869637000.0
8.55572714573307e-10,6.729810552e-06,1.252519482e+26,1.021679597e+20,384.2681613,184369102400.0,8.62147158304532e-10,0.0001021620666,1.608693861e+27,6.058471925e+19,336.447288,1450859399000.0
8.59923540060859e-10,6.478454973e-06,1.070512755e+26,1.020313801e+20,383.794876,176865028700.0,8.62147158304532e-10,0.0001021620666,1.608693861e+27,6.058471925e+19,336.447288,1450859399000.0
8.64274365548411e-10,6.242584174e-06,9.137274623e+25,1.018933862e+20,383.3513462,169668644000.0,8.62147158304532e-10,0.0001021620666,1.608693861e+27,6.058471925e+19,336.447288,1450859399000.0
8.68625191035963e-10,6.021581912e-06,7.788665573e+25,1.017540603e+20,382.9173643,162766814700.0,8.69883414944955e-10,0.0001019980222,1.595143793e+27,6.090780638e+19,336.5978784,1448013400000.0
8.72976016523515e-10,5.814842636e-06,6.63034269e+25,1.016134816e+20,382.4925814,156147126800.0,8.69883414944955e-10,0.0001019980222,1.595143793e+27,6.090780638e+19,336.5978784,1448013400000.0
8.77326842011067e-10,5.621811357e-06,5.636909478e+25,1.014717256e+20,382.0766644,149797801500.0,8.77619671585378e-10,0.0001018280481,1.581539563e+27,6.122766744e+19,336.7464564,1445126533000.0
8.81677667498619e-10,5.442015062e-06,4.786126317e+25,1.013288652e+20,381.669296,143707615400.0,8.85355928225801e-10,0.0001016520257,1.567884105e+27,6.154433933e+19,336.8930221,1442198371000.0
8.8602849298617e-10,5.275080181e-06,4.058550208e+25,1.011849703e+20,381.2701735,137865836800.0,8.85355928225801e-10,0.0001016520257,1.567884105e+27,6.154433933e+19,336.8930221,1442198371000.0
8.94730143961274e-10,4.977547298e-06,2.907327699e+25,1.008943585e+20,380.4954631,126886744700.0,8.93092184866224e-10,0.0001014702335,1.554168035e+27,6.185785694e+19,337.0375757,1439226088000.0
9.03431794936378e-10,4.729308598e-06,2.072351636e+25,1.006003823e+20,379.7504553,116784039400.0,9.08564698147071e-10,0.0001010882577,1.526500934e+27,6.247555793e+19,337.3206222,1433134154000.0
9.12133445911482e-10,4.521905461e-06,1.470035297e+25,1.003035146e+20,379.0331888,107487048000.0,9.08564698147071e-10,0.0001010882577,1.526500934e+27,6.247555793e+19,337.3206222,1433134154000.0
9.20835096886585e-10,4.332810552e-06,1.03785689e+25,1.000041959e+20,378.3418748,98930764850.0,9.23115059908168e-10,0.000100705967,1.500186754e+27,6.304524526e+19,337.5793902,1427217503000.0
9.29536747861689e-10,4.134497768e-06,7.293678629e+24,9.970283737e+19,377.6748785,91055300620.0,9.29444975042987e-10,0.0001005328898,1.48862898e+27,6.328973198e+19,337.6897075,1424580584000.0
9.38238398836793e-10,3.926310668e-06,5.102807428e+24,9.939982203e+19,377.0307039,83805265010.0,9.35774890177806e-10,0.0001003551763,1.477004524e+27,6.353220757e+19,337.7986467,1421904455000.0
9.55641700787e-10,3.535784925e-06,2.465221661e+24,9.879028988e+19,375.8051673,70979081550.0,9.61094550717084e-10,9.959687714e-05,1.429810476e+27,6.448221952e+19,338.2205078,1410787266000.0
9.73045002737208e-10,3.203147855e-06,1.171658095e+24,9.817803777e+19,374.6559209,60090529310.0,9.73754380986722e-10,9.91868343e-05,1.405778456e+27,6.494542213e+19,338.423007,1404966904000.0
9.90448304687416e-10,2.918437469e-06,5.485255967e+23,9.756520005e+19,373.5747093,54498254900.0,9.92657365733336e-10,9.85336957e-05,1.369321013e+27,6.562257573e+19,338.7147451,1395926711000.0
1e-09,2.7772005e-06,3.595601791e+23,9.722922968e+19,373.0077174,53205878200.0,1e-09,9.826622185e-05,1.354963476e+27,6.588096384e+19,338.8245948,1392295785000.0
1.015625e-09,2.565353104e-06,1.877305694e+23,9.668109723e+19,372.1169917,51144476530.0,1.015625e-09,9.766694533e-05,1.324002442e+27,6.642220224e+19,339.0517673,1384327981000.0
1.046875e-09,2.205856721e-06,6.789681267e+22,9.559359578e+19,370.4581708,47481899060.0,1.04933969742794e-09,9.621240247e-05,1.254954704e+27,6.755022711e+19,339.510511,1365870500000.0
1.07749899523323e-09,1.927392126e-06,2.513051517e+22,9.454351667e+19,368.9715336,44413501040.0,1.07733415246167e-09,9.479524289e-05,1.194740083e+27,6.844529416e+19,339.8569351,1348975682000.0
1.10812299046646e-09,1.703608491e-06,9.507366346e+21,9.351308725e+19,367.6021284,41506924270.0,1.10872715112151e-09,9.293135922e-05,1.123357792e+27,6.940331915e+19,340.2049995,1327935751000.0
1.13874698569969e-09,1.519938946e-06,3.354086871e+21,9.250546039e+19,366.3339832,38776078890.0,1.13673230880773e-09,9.096921817e-05,1.055502595e+27,7.021578992e+19,340.4757449,1306864415000.0
1.16937098093293e-09,1.367661429e-06,1.240771619e+21,9.152309544e+19,365.1811243,36417232170.0,1.17067738869513e-09,8.816779822e-05,9.677592831e+26,7.114468027e+19,340.747932,1277918272000.0
1.19999497616616e-09,1.241394379e-06,4.449152748e+20,9.056786929e+19,364.1032192,34340422370.0,1.20102482106102e-09,8.523417336e-05,8.839767476e+26,7.191998184e+19,340.9330546,1248310570000.0
1.23061897139939e-09,1.137013688e-06,1.720464658e+20,8.964111262e+19,363.0912356,32373456130.0,1.23001974285002e-09,8.195627235e-05,7.995320825e+26,7.260864066e+19,341.0526706,1216258183000.0
1.26124296663262e-09,1.050605661e-06,7.115475012e+19,8.874362384e+19,362.1376477,30519287550.0,1.26127266209006e-09,7.776032627e-05,7.040472214e+26,7.328915126e+19,341.1111441,1176914652000.0
1.29186696186585e-09,9.777364222e-07,3.488195244e+19,8.787569152e+19,361.2361205,28777574990.0,1.29152037407517e-09,7.268350955e-05,6.074871738e+26,7.388085864e+19,341.0888724,1133121003000.0
1.32249095709908e-09,9.132962601e-07,2.032831961e+19,8.703714126e+19,360.3812733,27346079560.0,1.32564719578579e-09,6.397311156e-05,4.93879126e+26,7.445934204e+19,340.9541005,1074917280000.0
1.35311495233231e-09,8.534908615e-07,1.407350874e+19,8.622741004e+19,359.5684998,25986972730.0,1.35340032182585e-09,5.228217695e-05,3.862765108e+26,7.48440134e+19,340.7275368,1011540558000.0
1.38373894756555e-09,7.975520254e-07,1.084803405e+19,8.5445633e+19,358.7938288,24697129160.0,1.38547494608129e-09,3.334359503e-05,2.452154737e+26,7.51394285e+19,340.2336204,908975372300.0
1.41436294279878e-09,7.460983195e-07,8.938056383e+18,8.469073303e+19,358.053815,23476195190.0,1.41489171141365e-09,3.86288181e-06,1.394402554e+26,7.524231011e+19,339.5396671,799700155900.0
1.44498693803201e-09,6.993590166e-07,7.631004208e+18,8.396151012e+19,357.3454521,22322764930.0,1.4461298558376e-09,1.765233893e-06,7.06919902e+25,7.518401073e+19,338.6158796,687437886100.0
1.47561093326524e-09,6.570903615e-07,6.652096271e+18,8.325671287e+19,356.6661034,21319213170.0,1.46884850632775e-09,1.592469908e-06,4.20032765e+25,7.504915068e+19,337.8777847,613277875600.0
1.50623492849847e-09,6.188655136e-07,5.868600613e+18,8.257509113e+19,356.013445,20403657470.0,1.51428580730804e-09,1.326571784e-06,1.416709905e+25,7.459025384e+19,336.3421314,486446266700.0
1.56748291896493e-09,5.526904378e-07,4.659662121e+18,8.127631657e+19,354.7798134,18697569170.0,1.57248151096335e-09,1.080219017e-06,3.340490147e+24,7.373046575e+19,334.4039844,363018383200.0
1.58765927280857e-09,5.335814007e-07,4.339010442e+18,8.086627459e+19,354.3927807,18171423380.0,1.59188007884845e-09,1.0134919e-06,2.050269574e+24,7.339791927e+19,333.7869401,330176761700.0
1.62801198049584e-09,4.985383853e-07,3.772315087e+18,8.007060482e+19,353.6444991,17170423440.0,1.6209779306761e-09,9.247974461e-07,9.829112805e+23,7.28708383e+19,332.8968882,287316720500.0
1.66836468818311e-09,4.67315876e-07,3.290408733e+18,7.930575915e+19,352.9282281,16296571980.0,1.65977506644631e-09,8.247215134e-07,3.677891455e+23,7.213200557e+19,331.7802286,240198522400.0
1.70871739587038e-09,4.393410345e-07,2.877442306e+18,7.856971632e+19,352.2412892,15508743450.0,1.71797077010161e-09,7.051389457e-07,8.419844224e+22,7.098422064e+19,330.2538929,186108576600.0
1.74907010355765e-09,4.140696962e-07,2.52147123e+18,7.786063077e+19,351.5813337,14763624180.0,1.75676790587182e-09,6.407792172e-07,3.159061576e+22,7.021180831e+19,329.3290308,158369257100.0
1.78942281124492e-09,3.910430561e-07,2.214410931e+18,7.717681194e+19,350.9462912,14059988600.0,1.79392299161943e-09,5.87904315e-07,1.239087539e+22,6.947613421e+19,328.5064062,136522221000.0
1.82977551893219e-09,3.698796888e-07,1.949610881e+18,7.651671454e+19,350.3343285,13396243730.0,1.82178930593014e-09,5.528165821e-07,6.154083244e+21,6.893013588e+19,327.9265568,122592389900.0
1.87012822661946e-09,3.502759499e-07,1.721817029e+18,7.587892713e+19,349.7438146,12786563130.0,1.87752193455157e-09,4.921679613e-07,1.526171229e+21,6.785924578e+19,326.8525551,99727403170.0
1.91048093430673e-09,3.319992699e-07,1.52686268e+18,7.526215884e+19,349.1732927,12253874930.0,1.91467702029918e-09,4.574773943e-07,6.048761418e+20,6.716389923e+19,326.1934474,87433300690.0
1.950833641994e-09,3.148689997e-07,1.360847552e+18,7.466522469e+19,348.6214564,11746403630.0,1.95183210604679e-09,4.26436615e-07,2.521922513e+20,6.648497068e+19,325.5747026,76995807230.0
1.99118634968127e-09,2.987541419e-07,1.218918891e+18,7.408703274e+19,348.0871294,11263471410.0,1.98898719179441e-09,3.98470529e-07,1.280502291e+20,6.582314742e+19,325.2304917,68084219390.0
2e-09,2.953343924e-07,1.190692914e+18,7.396314799e+19,347.9726558,11161182190.0,2e-09,3.90702202e-07,1.048833002e+20,6.563032011e+19,325.1377291,65695869330.0
2.0625e-09,2.725311325e-07,1.014117615e+18,7.310793266e+19,347.1823766,10467350260.0,2.0625e-09,3.505725167e-07,3.417012688e+19,6.456500138e+19,324.6009054,53966839950.0
2.12367447242684e-09,2.520571842e-07,8.760767431e+17,7.230840889e+19,346.4433152,9856731444.0,2.125e-09,3.161701681e-07,1.135186163e+19,6.354846772e+19,324.0527733,44751407530.0
2.18484894485368e-09,2.33352436e-07,7.651372716e+17,7.154322998e+19,345.7435235,9326789770.0,2.1875e-09,2.865050041e-07,3.847874302e+18,6.257918766e+19,323.500675,37422866760.0
2.24602341728052e-09,2.162668873e-07,6.758671601e+17,7.080990869e+19,345.073334,8830231231.0,2.25e-09,2.608117593e-07,1.331702252e+18,6.16550707e+19,322.9502622,31531414120.0
2.30719788970736e-09,2.006685712e-07,6.040385936e+17,7.010620838e+19,344.4289551,8365509986.0,2.3125e-09,2.384529664e-07,4.708686371e+17,6.077377279e+19,322.4058459,26748714400.0
2.36837236213419e-09,1.864261422e-07,5.464664368e+17,6.943010963e+19,343.8085612,7930892043.0,2.34375e-09,2.283530406e-07,2.822953249e+17,6.034842322e+19,322.1369367,24694498910.0
2.42954683456103e-09,1.73414005e-07,5.007851022e+17,6.877978272e+19,343.2105289,7552265938.0,2.42669160600958e-09,2.045087992e-07,7.455378673e+16,5.92661298e+19,321.4368172,20112569660.0
2.49072130698787e-09,1.615146485e-07,4.653054162e+17,6.815356451e+19,342.6334073,7202444430.0,2.46757481802873e-09,1.941418208e-07,3.924317273e+16,5.875637182e+19,321.0999631,18239658430.0
2.55189577941471e-09,1.506200462e-07,4.389187794e+17,6.75499391e+19,342.0758939,6872065120.0,2.54934124206705e-09,1.756843798e-07,1.117979942e+16,5.778046843e+19,320.4446307,15090156380.0
2.61307025184155e-09,1.406320259e-07,4.210549009e+17,6.696752122e+19,341.5368144,6560260563.0,2.63110766610536e-09,1.598116442e-07,3307348473000000.0,5.685895016e+19,319.8153017,12575048840.0
2.67424472426839e-09,1.314621862e-07,4.117134155e+17,6.640504205e+19,341.0151057,6266107210.0,2.71287409014367e-09,1.460559954e-07,1015227943000000.0,5.59873548e+19,319.2130799,10545378060.0
2.73541919669523e-09,1.230314817e-07,4.11592862e+17,6.586133687e+19,340.509802,6005888966.0,2.71287409014367e-09,1.460559954e-07,1015227943000000.0,5.59873548e+19,319.2130799,10545378060.0
2.8577681415489e-09,1.081031343e-07,4.48482613e+17,6.482582811e+19,339.5447869,5534495089.0,2.8764069382203e-09,1.235048102e-07,106441315600000.0,5.437796214e+19,318.0908306,7532043285.0
2.90596566899988e-09,1.028583952e-07,4.810361732e+17,6.443577047e+19,339.1804006,5361474844.0,2.8764069382203e-09,1.235048102e-07,106441315600000.0,5.437796214e+19,318.0908306,7532043285.0
3e-09,9.351344393e-08,6.004629321e+17,6.370135582e+19,338.4931293,5043181721.0,3e-09,1.098334683e-07,21192218540000.0,5.326605156e+19,317.3137329,5903215572.0
3.125e-09,8.269594941e-08,1.023381576e+18,6.277557492e+19,337.6247833,4678631190.0,3.125e-09,9.822327363e-08,4462332025000.0,5.2220835e+19,316.5866287,4642982656.0
