RUN095_time_s,RUN095_Id,RUN095_ImpactMax,RUN095_HoleMax,RUN095_Tmax,RUN095_Tmin,RUN095_JouleMax,RUN095_HeatMax,RUN094_nearest_time_s,RUN094_Id,RUN094_ImpactMax,RUN094_HoleMax,RUN094_Tmax,RUN094_Tmin,RUN094_JouleMax,RUN094_HeatMax
1.05e-11,0.0001442219635,9.542089754e+25,2.147698655e+19,303.741698,299.999891,5281770063000.0,5277543087000.0,1.05e-11,0.0001440817121,9.542655748e+25,2.147698601e+19,303.7449806,299.9999292,5275837055000.0,5275837055000.0
1.09e-11,0.0001356364867,1.103271864e+26,2.458771644e+19,304.0051484,299.9998843,5151144086000.0,5146809756000.0,1.09e-11,0.0001355284385,1.103356812e+26,2.458771194e+19,304.0081119,299.9999219,5145258534000.0,5145258534000.0
1.13e-11,0.000128412629,1.266385108e+26,2.717312912e+19,304.199114,299.9998777,4985062347000.0,4980777316000.0,1.13e-11,0.0001283346228,1.266498452e+26,2.717312023e+19,304.2012366,299.9999149,4979416037000.0,4979416037000.0
1.17e-11,0.000121837655,1.445293394e+26,2.915012463e+19,304.3796256,299.9998718,4796462062000.0,4792319012000.0,1.17e-11,0.0001217849325,1.445434227e+26,2.915011144e+19,304.3814999,299.9999082,4791157399000.0,4791157399000.0
1.21e-11,0.0001159606079,1.643027608e+26,3.053582599e+19,304.5638497,299.9998665,4632519026000.0,4630193637000.0,1.21e-11,0.0001159246639,1.643195404e+26,3.053580895e+19,304.5650715,299.9999017,4627449314000.0,4627449314000.0
1.25e-11,0.0001109581133,1.886469098e+26,3.141911607e+19,304.7011209,299.9998616,4512576067000.0,4510124216000.0,1.25e-11,0.0001109327705,1.886673145e+26,3.14190958e+19,304.7018051,299.9998954,4507711743000.0,4507711743000.0
1.33e-11,0.0001031556942,2.456455107e+26,3.219223888e+19,305.0054736,299.9998529,4223964498000.0,4221486134000.0,1.33e-11,0.0001031229868,2.456737144e+26,3.219221343e+19,305.0055952,299.9998835,4219700613000.0,4219700613000.0
1.4e-11,9.819054766e-05,3.088305123e+26,3.228181672e+19,305.2270556,299.9998464,4039259657000.0,4037506602000.0,1.4e-11,9.817829912e-05,3.088659889e+26,3.228178853e+19,305.2268217,299.9998737,4035341650000.0,4035341650000.0
1.42e-11,9.709791071e-05,3.282209205e+26,3.226249555e+19,305.2924644,299.9998447,3984846798000.0,3983509764000.0,1.42e-11,9.709259408e-05,3.28258947e+26,3.226246694e+19,305.2920878,299.999871,3981003763000.0,3981003763000.0
1.46e-11,9.524654014e-05,3.758708631e+26,3.219932179e+19,305.4080035,299.9998414,3883371124000.0,3881989401000.0,1.46e-11,9.523958817e-05,3.759139156e+26,3.219929278e+19,305.4073994,299.9998657,3879774855000.0,3879774855000.0
1.54e-11,9.308186199e-05,4.939761552e+26,3.203116699e+19,305.6348069,299.9998353,3698852374000.0,3698041957000.0,1.54e-11,9.307419472e-05,4.940317985e+26,3.20311385e+19,305.6339332,299.9998557,3695620294000.0,3695620294000.0
1.62e-11,9.290531222e-05,6.549024381e+26,3.184771375e+19,305.8401142,299.9998296,3564525331000.0,3563645201000.0,1.62e-11,9.290183919e-05,6.549746677e+26,3.184768721e+19,305.8390349,299.9998461,3561679292000.0,3561679292000.0
1.7e-11,9.467869451e-05,8.776365185e+26,3.166361137e+19,306.048103,299.9998244,3446311652000.0,3445431744000.0,1.7e-11,9.467724896e-05,8.777311389e+26,3.166358792e+19,306.0468426,299.999837,3443823753000.0,3443823753000.0
1.78e-11,9.859340724e-05,1.188608153e+27,3.148130531e+19,306.2365727,299.9998193,3374692312000.0,3374148221000.0,1.78e-11,9.859405809e-05,1.188733468e+27,3.14812858e+19,306.2352688,299.9998283,3372398195000.0,3372398195000.0
1.82e-11,0.0001014754992,1.389389703e+27,3.139101769e+19,306.3291718,299.9998168,3350246050000.0,3349701376000.0,1.78e-11,9.859405809e-05,1.188733468e+27,3.14812858e+19,306.2352688,299.9998283,3372398195000.0,3372398195000.0
1.86e-11,0.0001050842246,1.627507149e+27,3.130136878e+19,306.4272617,299.9998144,3334998539000.0,3334456419000.0,1.86e-11,0.0001051190567,1.62494255e+27,3.130136136e+19,306.4260567,299.9998198,3335036061000.0,3335036061000.0
1.9e-11,0.0001094790562,1.903067971e+27,3.121239061e+19,306.5209961,299.999812,3329538985000.0,3329004239000.0,1.88549933809347e-11,0.0001078048251,1.79994793e+27,3.124456028e+19,306.4862123,299.9998172,3329392009000.0,3329392009000.0
1.94e-11,0.0001147179769,2.218412411e+27,3.112410943e+19,306.6111783,299.9998096,3334682502000.0,3334155586000.0,1.93649801428041e-11,0.0001142628718,2.187654043e+27,3.113180533e+19,306.6021425,299.9998119,3334135638000.0,3334135638000.0
1.98e-11,0.0001208503842,2.57982537e+27,3.103654664e+19,306.6984073,299.9998072,3351070439000.0,3350552174000.0,2e-11,0.0001243561108,2.764618026e+27,3.099303934e+19,306.739824,299.9998055,3362814702000.0,3362814702000.0
2e-11,0.0001242440946,2.769999802e+27,3.099303994e+19,306.741053,299.999806,3363050134000.0,3362421478000.0,2e-11,0.0001243561108,2.764618026e+27,3.099303934e+19,306.739824,299.9998055,3362814702000.0,3362814702000.0
2.1e-11,0.0001452909151,3.843253922e+27,3.077832466e+19,306.9713405,299.9998,3468504732000.0,3467984827000.0,2.1e-11,0.0001453818352,3.836244382e+27,3.077832796e+19,306.9699861,299.9997955,3467636345000.0,3467636345000.0
2.2e-11,0.0001727742663,4.990889712e+27,3.056838527e+19,307.1885813,299.9997941,3619580462000.0,3618887996000.0,2.2e-11,0.0001728530461,4.983702978e+27,3.056839357e+19,307.1872789,299.9997857,3616653072000.0,3616653072000.0
2.3e-11,0.0002071671379,6.083737625e+27,3.036327965e+19,307.4116808,299.9997882,3787248078000.0,3786799163000.0,2.3e-11,0.0002072033892,6.077222176e+27,3.036329387e+19,307.4103013,299.9997759,3785103561000.0,3785103561000.0
2.4e-11,0.0002483609142,6.934879822e+27,3.016300336e+19,307.6278712,299.9997822,3927136519000.0,3926585675000.0,2.4e-11,0.0002483328817,6.929961943e+27,3.016302432e+19,307.6265837,299.9997661,3924109216000.0,3924109216000.0
2.5e-11,0.0003008853217,7.297147362e+27,2.996751418e+19,307.8483665,299.999776,3997225941000.0,3996764850000.0,2.5e-11,0.0003007757685,7.294253588e+27,2.996754263e+19,307.8470391,299.9997563,3994325467000.0,3994325467000.0
2.6e-11,0.0003688274071,7.365514222e+27,2.977673235e+19,308.0639289,299.9997697,3974859914000.0,3974391982000.0,2.6e-11,0.0003686450319,7.367269682e+27,2.977676892e+19,308.0627037,299.9997464,3971563205000.0,3971563205000.0
2.7e-11,0.0004489432907,6.885224828e+27,2.959054317e+19,308.2861706,299.9997635,3902590682000.0,3902391299000.0,2.7e-11,0.0004487044262,6.889535117e+27,2.959058828e+19,308.2849336,299.9997365,3900063204000.0,3900063204000.0
2.8e-11,0.0005314422486,6.259362685e+27,2.940882468e+19,308.507457,299.9997571,3759499077000.0,3759444111000.0,2.8e-11,0.0005312089814,6.263617985e+27,2.940887847e+19,308.5062362,299.9997264,3757287428000.0,3757287428000.0
2.9e-11,0.0005986204928,5.587344781e+27,2.923148468e+19,308.862142,299.9997503,3599713199000.0,3599702264000.0,2.9e-11,0.0005984515521,5.591364865e+27,2.923154694e+19,308.8600921,299.9997161,3597536011000.0,3597536011000.0
3e-11,0.0006463109378,4.953495544e+27,2.905847166e+19,309.4619797,299.999743,3455808800000.0,3455781016000.0,3e-11,0.0006462459773,4.956477787e+27,2.905854189e+19,309.4595282,299.9997053,3453554724000.0,3453554724000.0
3.1e-11,0.0006711362588,4.435657485e+27,2.88897484e+19,310.0620951,299.9997351,3340754388000.0,3340682800000.0,3.1e-11,0.0006711695786,4.437541135e+27,2.8889826e+19,310.0592311,299.9996939,3338419567000.0,3338419567000.0
3.3e-11,0.0006690565611,3.765354271e+27,2.856485081e+19,311.2118314,299.9997181,3190937919000.0,3190773832000.0,3.3e-11,0.0006691775026,3.765721092e+27,2.856494252e+19,311.2083947,299.9996697,3188583931000.0,3188583931000.0
3.5e-11,0.0006394684943,3.423985862e+27,2.82557175e+19,312.3099334,299.9997011,3110275330000.0,3110186468000.0,3.5e-11,0.0006395341014,3.424227233e+27,2.825582453e+19,312.3067192,299.9996445,3109459288000.0,3109459288000.0
3.7e-11,0.00061170212,3.174985335e+27,2.796061717e+19,313.3428048,299.9996854,3063703627000.0,3063589428000.0,3.7e-11,0.0006117213662,3.175398992e+27,2.796074202e+19,313.3399693,299.9996193,3063128100000.0,3063128100000.0
3.9e-11,0.0005923356542,2.949114862e+27,2.767775807e+19,314.3270062,299.9996708,3014046014000.0,3013917827000.0,3.9e-11,0.0005923324853,2.9496416e+27,2.767790264e+19,314.3224625,299.9995948,3013631182000.0,3013631182000.0
4.1e-11,0.0005793195481,2.733079566e+27,2.740573326e+19,315.2718515,299.9996567,2959236819000.0,2959094274000.0,4.1e-11,0.0005793206105,2.733597979e+27,2.740589845e+19,315.2675198,299.999571,2958905020000.0,2958905020000.0
4.3e-11,0.0005681345741,2.533100417e+27,2.714353086e+19,316.161045,299.999643,2903852071000.0,2903691799000.0,4.3e-11,0.0005681451667,2.533551128e+27,2.714371709e+19,316.1569437,299.9995477,2903555408000.0,2903555408000.0
4.7e-11,0.0005475301137,2.199362089e+27,2.66456914e+19,317.7999123,299.999616,2811169989000.0,2811068517000.0,4.7e-11,0.0005475445609,2.199665601e+27,2.664592272e+19,317.7962558,299.9995025,2811978413000.0,2811978413000.0
5e-11,0.0005353910946,2.000797112e+27,2.629364592e+19,318.9317821,299.9995967,2763746699000.0,2763619497000.0,5e-11,0.000535399018,2.001018294e+27,2.629391346e+19,318.9284131,299.99947,2764557924000.0,2764557924000.0
5.5e-11,0.0005233510297,1.723645229e+27,2.574295458e+19,320.6811326,299.999567,2679693206000.0,2679550613000.0,5.5e-11,0.0005233452598,1.723761893e+27,2.574329104e+19,320.6781254,299.9994193,2680490547000.0,2680490547000.0
5.61955852358849e-11,0.0005216931483,1.662395499e+27,2.561750777e+19,321.075991,299.9995604,2655784833000.0,2655642813000.0,5.61961018357673e-11,0.0005216826171,1.662470356e+27,2.561780826e+19,321.0732199,299.999408,2656567539000.0,2656567539000.0
5.85867557076546e-11,0.0005187109782,1.543067014e+27,2.537326008e+19,321.8384245,299.9995479,2603281228000.0,2603140724000.0,5.85883055073019e-11,0.0005186942964,1.543057057e+27,2.537349623e+19,321.8360856,299.9993862,2604023218000.0,2604023218000.0
6.09779261794244e-11,0.000515330188,1.430325876e+27,2.513749099e+19,322.5645273,299.9995362,2548115414000.0,2547974508000.0,5.85883055073019e-11,0.0005186942964,1.543057057e+27,2.537349623e+19,321.8360856,299.9993862,2604023218000.0,2604023218000.0
6.33690966511942e-11,0.0005110173464,1.327604082e+27,2.490974952e+19,323.2564951,299.9995254,2494745691000.0,2494657793000.0,6.33727128503711e-11,0.0005110373464,1.327885347e+27,2.490978645e+19,323.2558499,299.9993465,2496368441000.0,2496368441000.0
6.57602671229639e-11,0.0005059008444,1.236317861e+27,2.468961459e+19,323.9182679,299.9995155,2446208921000.0,2446116877000.0,6.62812704481768e-11,0.0005048172281,1.217699386e+27,2.46430551e+19,324.0573389,299.999325,2437270727000.0,2437270727000.0
6.81514375947337e-11,0.0005004797786,1.155509387e+27,2.447669114e+19,324.553962,299.9995065,2399285889000.0,2399191868000.0,6.62812704481768e-11,0.0005048172281,1.217699386e+27,2.46430551e+19,324.0573389,299.999325,2437270727000.0,2437270727000.0
7.05426080665035e-11,0.0004951399576,1.083413187e+27,2.427061408e+19,325.1670258,299.9994984,2353796000000.0,2353701749000.0,7.20983856437882e-11,0.0004917445105,1.039975682e+27,2.414052177e+19,325.5545472,299.9992877,2326658430000.0,2326658430000.0
7.5324949010043e-11,0.0004851332954,9.602940475e+26,2.387766261e+19,326.3367557,299.9994849,2268095825000.0,2268004654000.0,7.79155008393996e-11,0.0004799027492,1.683425746e+27,2.36756849e+19,326.9432061,299.9992583,2226581182000.0,2226581182000.0
8.01072899535825e-11,0.0004759583707,2.637452591e+27,2.350870722e+19,327.4457913,299.9994748,2191257388000.0,2191135551000.0,7.79155008393996e-11,0.0004799027492,1.683425746e+27,2.36756849e+19,326.9432061,299.9992583,2226581182000.0,2226581182000.0
8.4889630897122e-11,0.0004665500941,6.691706648e+27,2.316221071e+19,328.5094759,299.9994686,2129322109000.0,2129211655000.0,8.3732616035011e-11,0.0004686064541,5.441857423e+27,2.324521003e+19,328.254473,299.9992369,2143546176000.0,2143546176000.0
8.96719718406615e-11,0.0004565337901,1.516390327e+28,2.283716403e+19,329.5396866,299.9994665,2078287107000.0,2078188160000.0,8.95497312306224e-11,0.0004563672226,1.491161872e+28,2.284704256e+19,329.5119534,299.9992242,2079548043000.0,2079548043000.0
9.4454312784201e-11,0.0004475400584,3.071559331e+28,2.253302967e+19,330.5455027,299.9994694,2038934383000.0,2038776149000.0,9.53668464262338e-11,0.000445264184,3.469655646e+28,2.248017794e+19,330.7326586,299.9992216,2031980084000.0,2031980084000.0
9.92366537277405e-11,0.0004395646866,5.534733933e+28,2.224937386e+19,331.5340932,299.9994782,2013915481000.0,2013762690000.0,1e-10,0.000437397088,6.007553894e+28,2.220972423e+19,331.6867485,299.9992282,2008581621000.0,2008581621000.0
1e-10,0.0004383852877,6.01173986e+28,2.22059359e+19,331.6906645,299.9994802,2010688963000.0,2010536845000.0,1e-10,0.000437397088,6.007553894e+28,2.220972423e+19,331.6867485,299.9992282,2008581621000.0,2008581621000.0
1.05e-10,0.000430977894,9.477755389e+28,2.193196146e+19,332.7104162,299.9994906,2971335403000.0,2988186958000.0,1.05e-10,0.0004295691799,9.471326038e+28,2.193646595e+19,332.7041816,299.9992454,2976297854000.0,2976297854000.0
1.09550998564832e-10,0.0004240633617,1.252723578e+29,2.169411518e+19,333.6312385,299.9995053,3969701573000.0,3990206280000.0,1.1e-10,0.0004214238522,1.276613453e+29,2.167520493e+19,333.7117849,299.9992736,4068042041000.0,4068042041000.0
1.18652995694497e-10,0.000404736629,1.519600828e+29,2.976283503e+19,335.4511816,299.9995438,5093090181000.0,5114518881000.0,1.19607275830321e-10,0.0003992480843,1.512501087e+29,3.085881091e+19,335.6194254,299.999349,5132104379000.0,5132104379000.0
1.23347820805171e-10,0.0003913577106,1.465913418e+29,3.4995422e+19,336.3793719,299.9995637,5071921015000.0,5090991444000.0,1.23695911428898e-10,0.0003871383215,1.452610023e+29,3.527185981e+19,336.422601,299.9993846,5066634808000.0,5066634808000.0
1.28042645915844e-10,0.0003778780253,1.347961198e+29,3.902649751e+19,337.3102273,299.9995812,4775902515000.0,4792168592000.0,1.27784547027476e-10,0.0003754008161,1.34808316e+29,3.875668571e+19,337.2300496,299.999419,4801269011000.0,4801269011000.0
1.32737471026517e-10,0.0003673471667,1.219396944e+29,4.195540081e+19,338.260878,299.9995957,4379514851000.0,4393370520000.0,1.31873182626054e-10,0.0003661339642,1.234967972e+29,4.139112584e+19,338.0544075,299.9994513,4455721105000.0,4455721105000.0
1.3743229613719e-10,0.0003614462589,1.107502974e+29,4.405787457e+19,339.2427384,299.9996078,3997573574000.0,4009685952000.0,1.35961818224631e-10,0.0003605558461,1.132987508e+29,4.335868617e+19,338.9042631,299.999481,4112359343000.0,4112359343000.0
1.42127121247863e-10,0.0003593669175,1.019863014e+29,4.561595774e+19,340.2521327,299.999618,3679341069000.0,3690325892000.0,1.40050453823209e-10,0.0003583515253,1.049225463e+29,4.485490912e+19,339.7781899,299.9995082,3812323876000.0,3812323876000.0
1.46821946358537e-10,0.0003586774787,9.542678846e+28,4.68476521e+19,341.2781819,299.9996268,3432486281000.0,3442802571000.0,1.48227725020364e-10,0.0003573967349,9.324033934e+28,4.705902525e+19,341.5668378,299.9995567,3373465903000.0,3373465903000.0
1.5151677146921e-10,0.0003576955736,9.052514396e+28,4.789858258e+19,342.309667,299.9996346,3245977005000.0,3255927385000.0,1.48227725020364e-10,0.0003573967349,9.324033934e+28,4.705902525e+19,341.5668378,299.9995567,3373465903000.0,3373465903000.0
1.56211596579883e-10,0.0003556351678,8.673419766e+28,4.885655433e+19,343.3352888,299.9996418,3103933874000.0,3113699032000.0,1.55219214945635e-10,0.0003554596779,8.696089181e+28,4.853390143e+19,343.1034875,299.9995934,3134896974000.0,3134896974000.0
1.60906421690556e-10,0.0003523837323,8.362681636e+28,4.976963413e+19,344.3492825,299.9996487,2991996046000.0,3001672885000.0,1.62210704870905e-10,0.0003508629637,8.240941747e+28,4.988769462e+19,344.6169139,299.9996273,2970575089000.0,2970575089000.0
1.65601246801229e-10,0.0003486997818,8.09124778e+28,5.066111663e+19,345.3524522,299.9996553,2899313036000.0,2908945953000.0,1.62210704870905e-10,0.0003508629637,8.240941747e+28,4.988769462e+19,344.6169139,299.9996273,2970575089000.0,2970575089000.0
1.74990897022576e-10,0.0003425777869,7.605095909e+28,5.240876673e+19,347.331627,299.9996678,2745003512000.0,2754576626000.0,1.76193684721446e-10,0.0003412444892,7.514403153e+28,5.249334348e+19,347.5730482,299.9996841,2736744630000.0,2736744630000.0
1.83472361680507e-10,0.0003386301333,7.202895587e+28,5.39479665e+19,349.0908745,299.9996784,2625231710000.0,2634735956000.0,1.83185174646716e-10,0.000338114892,7.186531889e+28,5.375981399e+19,349.0226385,299.9996903,2639204599000.0,2639204599000.0
1.88611800580222e-10,0.0003367683944,6.972155178e+28,5.488287968e+19,350.1443654,299.9996844,2558019629000.0,2567468795000.0,1.90176664571986e-10,0.0003356497715,6.87636377e+28,5.522405063e+19,350.4543019,299.9996961,2548579873000.0,2548579873000.0
1.93751239479936e-10,0.000335161388,6.751473065e+28,5.638097898e+19,351.1883686,299.9996901,2494026425000.0,2503411229000.0,1.97168154497257e-10,0.0003336016334,6.584858975e+28,5.721425149e+19,351.8680307,299.9997015,2463656211000.0,2463656211000.0
1.98890678379651e-10,0.0003337147322,6.541223291e+28,5.781126793e+19,352.2228401,299.9996956,2432965098000.0,2442277394000.0,1.97168154497257e-10,0.0003336016334,6.584858975e+28,5.721425149e+19,351.8680307,299.9997015,2463656211000.0,2463656211000.0
