milestone,requested_time_s,RUN094_actual_time_s,RUN095_actual_time_s,RUN094_Id,RUN095_Id,RUN095_minus_RUN094_Id,RUN095_over_RUN094_Id,RUN094_ImpactMax,RUN095_ImpactMax,RUN095_minus_RUN094_ImpactMax,RUN095_over_RUN094_ImpactMax,RUN094_HoleMax,RUN095_HoleMax,RUN095_minus_RUN094_HoleMax,RUN095_over_RUN094_HoleMax,RUN094_Tmax,RUN095_Tmax,RUN095_minus_RUN094_Tmax,RUN095_over_RUN094_Tmax,RUN094_Tmin,RUN095_Tmin,RUN095_minus_RUN094_Tmin,RUN095_over_RUN094_Tmin,RUN094_JouleMax,RUN095_JouleMax,RUN095_minus_RUN094_JouleMax,RUN095_over_RUN094_JouleMax,RUN094_HeatMax,RUN095_HeatMax,RUN095_minus_RUN094_HeatMax,RUN095_over_RUN094_HeatMax
100ps,1e-10,1e-10,1e-10,0.000437397088,0.0004383852877,9.88199700000024e-07,1.0022592736145515,6.007553894e+28,6.01173986e+28,4.185965999999981e+25,1.0006967837615541,2.220972423e+19,2.22059359e+19,-3788329999998976.0,0.999829429219347,331.6867485,331.6906645,0.003916000000003805,1.000011806320324,299.9992282,299.9994802,0.00025199999998903877,1.000000840002161,2008581621000.0,2010688963000.0,2107342000.0,1.0010491692137216,2008581621000.0,2010536845000.0,1955224000.0,1.0009734351741337
400ps,4e-10,4e-10,4e-10,0.0002791565514,0.0002794209533,2.6440189999997043e-07,1.0009471456022578,3.137674034e+28,3.140571937e+28,2.8979029999996987e+25,1.0009235831920709,8.907202652e+19,8.920435046e+19,1.3232393999998976e+17,1.001485583579602,385.6714175,385.6935035,0.022086000000001604,1.0000572663645733,299.9997648,299.9998092,4.4400000035693665e-05,1.0000001480001162,2338771084000.0,2335627136000.0,-3143948000.0,0.9986557264960609,2338771084000.0,2335431645000.0,-3339439000.0,0.9985721394356011
1ns,1e-09,1e-09,1e-09,2.7772005e-06,2.778159424e-06,9.5892400000015e-10,1.0003452843970035,3.595601791e+23,3.567873023e+23,-2.7728767999999685e+21,0.9922881426776996,9.722922968e+19,9.730958429e+19,8.035460999998669e+16,1.000826444992565,373.0077174,373.2564615,0.24874410000001035,1.000666860465338,299.9998979,299.9999234,2.5499999992462108e-05,1.0000000850000288,53205878200.0,53314184210.0,108306010.0,1.0020356023368862,53205878200.0,53543285780.0,337407580.0,1.0063415470510926
10ns,1e-08,1e-08,1e-08,9.251273565e-06,9.27869724e-06,2.7423675000000377e-08,1.002964313486929,6.52487203e+26,6.548131441e+26,2.3259410999999762e+24,1.0035647306020805,4.189310746e+19,4.192712352e+19,3.401606000000205e+16,1.0008119727101286,331.7931042,331.9202487,0.12714449999998578,1.0003832041666645,299.9999999,300.0,1.0000002248489182e-07,1.0000000003333334,211380636200.0,211958713300.0,578077100.0,1.0027347684745023,211380636200.0,211935784800.0,555148600.0,1.002626298273957
1us,1e-06,1e-06,1e-06,5.557545315e-07,5.557247689e-07,-2.976259999998812e-11,0.9999464465005447,2.461670028e+25,2.462504714e+25,8.346859999996829e+21,1.000339073064426,1.114140613e+19,1.114118665e+19,-219480000000000.0,0.9999803005116734,315.0453154,315.0976318,0.052316399999995156,1.0001660599204072,300.0672905,300.0727875,0.005496999999991203,1.0000183192243008,12512717720.0,12517112750.0,4395030.0,1.0003512450371173,12512717720.0,12515554030.0,2836310.0,1.0002266741777022
100us,0.0001,0.0001,0.0001,2.187538853e-07,2.186873805e-07,-6.650479999998429e-11,0.9996959834568937,4.912442634e+24,4.912067971e+24,-3.7466299999982925e+20,0.9999237318320204,8.551065558e+18,8.550258045e+18,-807513000000512.0,0.9999055658041067,378.8772603,378.9245825,0.04732219999999643,1.0001249011354298,370.8051285,370.8531969,0.04806839999997692,1.000129632511272,4529111858.0,4528230868.0,-880990.0,0.9998054828346878,4529111858.0,4527801706.0,-1310152.0,0.9997107265086231
