method,filter_size,endpoint_case,run,time_label,time_ns,path_kind,path_score_Acm-2,bottleneck_capacity_Acm-2,bottleneck_x_um,bottleneck_y_um,bottleneck_zone,bottleneck_Je_x_Acm-2,bottleneck_Je_y_Acm-2,bottleneck_Je_mag_Acm-2,bottleneck_Jtotal_Acm-2,bottleneck_electron_cm-3,bottleneck_impact_cm-3s-1,path_max_depth_um,path_channel_fraction,path_UID_fraction,path_substrate_fraction,path_points
native-vertex-Delaunay,1,x2-x18_surface-only,RUN118,t100ns,100.0,scalar,0.0,0.0,2.0625,0.0,contact-extension,0.0,0.0,0.0,1866.3555000000001,2.023757185e+18,0.0,0.0,1.0,0.0,0.0,183
native-vertex-Delaunay,1,x2-x18_surface-only,RUN118,t100ns,100.0,directed,0.0,0.0,2.0,0.009375,contact-extension,-528.184505,-661.95361,846.8538558181849,1711.5986,2.03203711e+18,0.0,0.2,0.9453507006451706,0.05464929935482935,0.0,191
native-vertex-Delaunay,1,x3-x17_channel-edge,RUN118,t100ns,100.0,scalar,62.827880154741365,62.827880154741365,14.5390625,0.01875,channel-drift,-62.91384585,1.4319888,62.93014056524018,347.5775275,20207264700000.0,6.597930465e+23,0.25,0.9150425174598171,0.08495748254018282,0.0,178
native-vertex-Delaunay,1,x3-x17_channel-edge,RUN118,t100ns,100.0,directed,62.8096234,62.8096234,14.6484375,0.01875,channel-drift,-63.37746995,1.5823873700000002,63.397221130360975,382.0292565,20576852850000.0,8.780851375e+23,0.2,0.9374666346790959,0.06253336532090409,0.0,173
native-vertex-Delaunay,1,x2-x18_channel-edge,RUN118,t500ns,500.0,scalar,13.613454687341758,13.613454687341758,14.5390625,0.01875,channel-drift,-13.686223349999999,0.3462547835,13.69060268801859,86.28046035,4315640885000.0,1.403309555e+23,0.275,0.90865760323323,0.0913423967667699,0.0,196
native-vertex-Delaunay,1,x2-x18_channel-edge,RUN118,t500ns,500.0,directed,13.6085593,13.6085593,14.6484375,0.01875,channel-drift,-13.710519049999998,0.3816485975,13.715829842644833,95.43962705,4380037970000.0,1.893125655e+23,0.2,0.9451601949891205,0.054839805010879504,0.0,188
native-vertex-Delaunay,1,x2-x18_surface-only,RUN118,t500ns,500.0,scalar,0.0,0.0,2.0625,0.0,contact-extension,0.0,0.0,0.0,464.095838,2.023918275e+18,0.0,0.0,1.0,0.0,0.0,183
native-vertex-Delaunay,1,x2-x18_surface-only,RUN118,t500ns,500.0,directed,0.0,0.0,2.0,0.009375,contact-extension,-133.249646,-166.345453,213.13441273736282,428.250906,2.03220115e+18,0.0,0.2,0.9453507006451708,0.054649299354829366,0.0,191
native-vertex-Delaunay,1,x3-x17_channel-edge,RUN118,t500ns,500.0,scalar,13.613454687341758,13.613454687341758,14.5390625,0.01875,channel-drift,-13.686223349999999,0.3462547835,13.69060268801859,86.28046035,4315640885000.0,1.403309555e+23,0.275,0.889947929013614,0.11005207098638595,0.0,178
native-vertex-Delaunay,1,x3-x17_channel-edge,RUN118,t500ns,500.0,directed,13.6085593,13.6085593,14.6484375,0.01875,channel-drift,-13.710519049999998,0.3816485975,13.715829842644833,95.43962705,4380037970000.0,1.893125655e+23,0.2,0.9374666346790959,0.06253336532090409,0.0,173
