atlas_version_finished,atlas_error_count,static_accepted_rows,static_last_VDS_V,static_last_Id_A_per_um,static_max_abs_Id_A_per_um,transient_accepted_rows,transient_last_time_s,accepted_Tmin_min_K,accepted_Tmax_max_K,rejected_smaller_timestep_trials,rejected_temperature_limit_trials,newton_50_iteration_rejections,block_tran_warnings,cannot_trap_count,atlas_died_count,command_error_count,area_time_integral_cm_inv,deposited_charge_pC_per_um,target_charge_pC_per_um,charge_delta_pct,charge_within_5pct
True,0,219,1000.0,-2.086305028e-15,2.184003738e-15,341,5e-07,299.9994867,372.4318852,65,17,8,22,0,0,0,152012371746.226,2.4355067009072506,2.423015,0.5155436886379539,True
