RUN121_time_s,RUN121_Id,RUN121_ImpactMax,RUN121_HoleMax,RUN121_Tmax,RUN121_Tmin,RUN121_JouleMax,RUN121_HeatMax,RUN096_nearest_time_s,RUN096_Id,RUN096_ImpactMax,RUN096_HoleMax,RUN096_Tmax,RUN096_Tmin,RUN096_JouleMax,RUN096_HeatMax
1.66897048314509e-10,0.0002758447238,4.751423828e+28,3.826475065e+19,333.4840128,299.9996026,3566331645000.0,3569482497000.0,1.64801058553886e-10,0.0003491840788,8.132743792e+28,5.059597004e+19,337.8817616,299.9996541,2918180908000.0,2927635198000.0
1.72453448977511e-10,0.0002739119675,4.592358881e+28,4.024141451e+19,334.8061154,299.9996105,3498279485000.0,3501437595000.0,1.73965908352021e-10,0.0003430132747,7.652553938e+28,5.230462747e+19,339.5917654,299.9996665,2764233194000.0,2773628609000.0
1.78009849640514e-10,0.0002722699987,4.440521737e+28,4.210646208e+19,336.0466328,299.9996179,3434361288000.0,3437525543000.0,1.73965908352021e-10,0.0003430132747,7.652553938e+28,5.230462747e+19,339.5917654,299.9996665,2764233194000.0,2773628609000.0
1.83566250303516e-10,0.0002708271944,4.294550717e+28,4.38719492e+19,337.2154224,299.999625,3373572154000.0,3376740897000.0,1.82493761213826e-10,0.0003388823895,7.244723046e+28,5.385524078e+19,341.1619555,299.9996772,2641998583000.0,2651328643000.0
1.89122650966518e-10,0.000269512297,4.153031419e+28,4.554780877e+19,338.3192596,299.9996318,3314730179000.0,3317901080000.0,1.91021614075631e-10,0.0003358352903,6.864194007e+28,5.554506993e+19,342.7126566,299.9996871,2530948673000.0,2540186834000.0
2.00235452292522e-10,0.0002671259739,3.879252015e+28,4.866182987e+19,340.3487133,299.9996442,3198775841000.0,3201941942000.0,1.99549466937436e-10,0.0003333825046,6.511786857e+28,5.794478014e+19,344.2435131,299.9996963,2428456280000.0,2437579020000.0
2.11348253618526e-10,0.0002649145345,3.615842263e+28,5.149267701e+19,342.1556314,299.9996554,3081952101000.0,3085100420000.0,2.08077319799241e-10,0.0003312004752,6.188226738e+28,6.017429846e+19,345.7541615,299.9997047,2333468204000.0,2342457642000.0
2.22945181259721e-10,0.0002626537801,3.35393232e+28,5.418002842e+19,343.8213355,299.999666,2958930503000.0,2962048322000.0,2.28199315303509e-10,0.0003262568727,5.533594752e+28,6.486773603e+19,349.237622,299.999722,2279536375000.0,2279358008000.0
2.34526187571056e-10,0.0002603722277,3.109736751e+28,5.662156572e+19,345.2815072,299.9996755,2837822206000.0,2840901470000.0,2.39916821042821e-10,0.0003233053028,5.215873995e+28,6.729142608e+19,351.2140429,299.9997307,2288171777000.0,2287992451000.0
2.4534969929917e-10,0.0002581939846,2.900136098e+28,5.871015248e+19,346.4851386,299.9996836,2729294007000.0,2732333715000.0,2.47541957547122e-10,0.0003213489002,5.03123093e+28,6.876548351e+19,352.4799774,299.9997359,2292939598000.0,2292759962000.0
2.55803789743229e-10,0.0002560422221,2.715860207e+28,6.057238073e+19,347.5214045,299.9996909,2630828432000.0,2633829345000.0,2.54594698613103e-10,0.0003195207625,4.874583686e+28,7.00651644e+19,353.6369052,299.9997405,2296952579000.0,2296772760000.0
2.66877085593211e-10,0.000253729352,2.539732331e+28,6.24006925e+19,348.5050823,299.999698,2534463737000.0,2537424685000.0,2.65430603820801e-10,0.0003166958422,4.657767777e+28,7.195676552e+19,355.3886282,299.9997471,2302628651000.0,2302448642000.0
2.78370356759879e-10,0.0002513137212,2.37605837e+28,6.416286102e+19,349.4222838,299.999705,2443253758000.0,2446175406000.0,2.77770577660681e-10,0.0003134730966,4.441608475e+28,7.397570719e+19,357.3458788,299.9997541,2308615504000.0,2308435271000.0
2.88957937913528e-10,0.0002490883236,2.240570098e+28,6.568047382e+19,350.1884238,299.9997111,2366699709000.0,2369587373000.0,2.90280874802141e-10,0.0003102056161,4.250463329e+28,7.589667372e+19,359.2894834,299.9997608,2314379308000.0,2314198703000.0
2.98629755030681e-10,0.0002470587881,2.127967122e+28,6.698934183e+19,350.8316883,299.9997165,2302390364000.0,2305248771000.0,3.01007241153982e-10,0.000307408831,4.104887392e+28,7.745755338e+19,360.923211,299.9997663,2319152933000.0,2318971844000.0
3.08619015677646e-10,0.0002449639976,2.021390092e+28,6.827230873e+19,351.4463663,299.9997218,2240920353000.0,2243750140000.0,3.13628846526582e-10,0.0003041126693,3.950944732e+28,7.920499667e+19,362.8064185,299.9997724,2324478357000.0,2324296520000.0
3.19136813252715e-10,0.0002427589939,1.918438411e+28,6.955539612e+19,352.044966,299.9997273,2180915383000.0,2183716545000.0,3.20452230198504e-10,0.0003023171408,3.874103392e+28,8.011315847e+19,363.806565,299.9997756,2327168647000.0,2326986329000.0
3.29035836004268e-10,0.0002406790785,1.829081617e+28,7.07055961e+19,352.5672674,299.9997322,2128255263000.0,2131030675000.0,3.25238644124445e-10,0.0003010468725,3.822410395e+28,8.073602736e+19,364.5004886,299.9997779,2328971534000.0,2328788841000.0
3.37936274254351e-10,0.0002388012983,1.754188489e+28,7.169633574e+19,353.0057826,299.9997366,2083638925000.0,2086392004000.0,3.34811471976326e-10,0.000298480935,3.723582976e+28,8.19486668e+19,365.8691163,299.9997822,2332370289000.0,2332186782000.0
3.47414233471914e-10,0.0002367883923,1.679445942e+28,7.270965253e+19,353.4428371,299.9997412,2038611160000.0,2041341174000.0,3.48162346226988e-10,0.000294832593,3.59396449e+28,8.357048798e+19,367.7343316,299.9997882,2336517837000.0,2336333127000.0
3.58320417142542e-10,0.0002344477403,1.599115608e+28,7.38263307e+19,353.9103064,299.9997464,1989582090000.0,1992286331000.0,3.58624029495761e-10,0.0002918945725,3.497554747e+28,8.478811739e+19,369.1596313,299.9997927,2339166375000.0,2338980691000.0
3.68669791438888e-10,0.0002322004156,1.527897644e+28,7.484059478e+19,354.3212599,299.9997513,1945492922000.0,1948173356000.0,3.66617052845887e-10,0.0002895912573,3.426017629e+28,8.568855844e+19,370.2265558,299.9997961,2340824974000.0,2340638538000.0
