"depth", "composition x", "composition y", "donor conc", "acceptor conc", "ni", "nc", "nv", "eg", "electron affinity", "potential", "e- mobility", "h+ mobility", "electric field", "impact gen rate", "electron conc", "hole conc", "cond. current density", "electron qfl", "hole qfl", "net doping", "recombination rate", "e field x", "e field y", "lattice temperature", "e- mobility x", "e- mobility y", "h+ mobility x", "h+ mobility y", "total doping", "h+ current density", "e- current density", "current flowlines", "total current density", "je- x", "jh+ x", "jtot x", "je- y", "jh+ y", "jtot y", "e- srh tno", "h+ srh tno", "joule heat power", "total heat power", "rec heat power", "heat conductivity", "heat capacity", "peltier-thomson heat power", "cond current x", "cond current y", "ionized acceptor concentration", "ionized donor concentration", "e- ionization coefficient", "h+ ionization coefficient", "acceptor trap dos #1", "acceptor trap ionized density #1"
3.55271e-15, 0, 0, 1.5e+15, 0, 8.94266e-22, 3.718e+18, 6.44e+20, 4.85, 4, 1.43566, 116.366, 1.26146, 2053.7, 0, 681.375, 14.0175, 2.76752e-11, -0.0140475, -2.75685, 1.5e+15, 7.97728e+09, 31.5195, -2053.41, 300, 117.196, 116.366, 1.28079, 1.26146, 1.5e+15, 1.58813e-14, 2.76594e-11, 0.170079, 2.76752e-11, 1.4588e-13, -6.56872e-16, 1.45224e-13, -2.76551e-11, -1.58648e-14, -2.7671e-11, 1.2e-08, 1.2e-08, 3.17318e-09, 3.17318e-09, 0, 0.27, 3.332, 0, 1.45224e-13, -2.7671e-11, 0, 1.5e+15, 0, 0, 2e+18, 1.0026e+16
0.11318, 0, 0, 1.5e+15, 0, 8.94266e-22, 3.718e+18, 6.44e+20, 4.85, 4, 1.43527, 116.366, 1.26146, 2057.4, 0, 671.199, 15.3773, 2.67421e-11, -0.0140501, -2.75886, 1.5e+15, 8.64512e+09, -1.73616, -2057.4, 300, 117.196, 116.366, 1.28079, 1.26146, 1.5e+15, 1.81172e-14, 2.67241e-11, 0.17008, 2.67421e-11, 1.42779e-13, -1.4869e-15, 1.41292e-13, -2.67198e-11, -1.80561e-14, -2.67379e-11, 1.2e-08, 1.2e-08, 3.80552e-09, 3.80552e-09, 0, 0.27, 3.332, 0, 1.41292e-13, -2.67379e-11, 0, 1.5e+15, 0, 0, 2e+18, 9.87714e+15
0.13682, 0, 0, 1.5e+15, 0, 8.94266e-22, 3.718e+18, 6.44e+20, 4.85, 4, 1.43529, 116.366, 1.26146, 2128.14, 0, 670.566, 15.8532, 2.66018e-11, -0.0140919, -2.75967, 1.5e+15, 8.91235e+09, -7.22787, -2128.12, 300, 117.196, 116.366, 1.28079, 1.26146, 1.5e+15, 1.95383e-14, 2.65825e-11, 0.170081, 2.66018e-11, -2.19984e-14, -2.28727e-15, -2.42857e-14, -2.65824e-11, -1.93556e-14, -2.66018e-11, 1.2e-08, 1.2e-08, 3.15397e-09, 3.15397e-09, 0, 0.27, 3.332, 0, -2.42857e-14, -2.66018e-11, 0, 1.5e+15, 0, 0, 2e+18, 9.86781e+15
0.25, 0, 0, 1.5e+15, 0, 8.94266e-22, 3.718e+18, 6.44e+20, 4.85, 4, 1.43568, 116.366, 1.26146, 2127.23, 0, 680.789, 18.1386, 2.75877e-11, -0.0140915, -2.76354, 1.5e+15, 1.02679e+10, -5.55873, -2127.21, 300, 117.196, 116.366, 1.28079, 1.26146, 1.5e+15, 2.24025e-14, 2.75655e-11, 0.170098, 2.75877e-11, -2.11771e-14, -2.22605e-15, -2.34031e-14, -2.75654e-11, -2.2232e-14, -2.75876e-11, 1.2e-08, 1.2e-08, 2.55412e-09, 2.55412e-09, 0, 0.27, 3.332, 0, -2.34031e-14, -2.75876e-11, 0, 1.5e+15, 0, 0, 2e+18, 1.00173e+16
0.36318, 0, 0, 1.5e+15, 0, 8.94266e-22, 3.718e+18, 6.44e+20, 4.85, 4, 1.4353, 116.366, 1.26146, 2146.22, 0, 670.77, 22.2433, 2.68598e-11, -0.014101, -2.76844, 1.5e+15, 1.2427e+10, -29.1366, -2146.02, 300, 117.196, 116.366, 1.28079, 1.26146, 1.5e+15, 2.70773e-14, 2.6833e-11, 0.170105, 2.68598e-11, -7.56707e-14, -3.87456e-15, -7.95453e-14, -2.68329e-11, -2.67689e-14, -2.68597e-11, 1.2e-08, 1.2e-08, 3.5054e-09, 3.5054e-09, 0, 0.27, 3.332, 0, -7.95453e-14, -2.68597e-11, 0, 1.5e+15, 0, 0, 2e+18, 9.87072e+15
0.38682, 0, 0, 1.5e+15, 0, 8.94266e-22, 3.718e+18, 6.44e+20, 4.85, 4, 1.43549, 116.366, 1.26146, 2082.39, 0, 671.699, 23.147, 2.70521e-11, -0.014249, -2.76966, 1.5e+15, 1.29092e+10, -29.6599, -2082.18, 300, 117.196, 116.366, 1.28079, 1.26146, 1.5e+15, 2.90262e-14, 2.70233e-11, 0.170108, 2.70521e-11, -8.16002e-14, -3.81851e-15, -8.54187e-14, -2.70231e-11, -2.87706e-14, -2.70519e-11, 1.2e-08, 1.2e-08, 4.70776e-09, 4.70776e-09, 0, 0.27, 3.332, 0, -8.54187e-14, -2.70519e-11, 0, 1.5e+15, 0, 0, 2e+18, 9.88434e+15
0.5, 0, 0, 1.5e+15, 0, 8.94266e-22, 3.718e+18, 6.44e+20, 4.85, 4, 1.43589, 116.366, 1.26146, 2096.12, 0, 682.092, 28.0579, 2.8265e-11, -0.0142555, -2.77503, 1.5e+15, 1.57418e+10, -6.75668, -2096.09, 300, 117.196, 116.366, 1.28079, 1.26146, 1.5e+15, 3.45046e-14, 2.82307e-11, 0.170124, 2.8265e-11, -3.24651e-14, -3.3185e-15, -3.57836e-14, -2.82306e-11, -3.43291e-14, -2.82649e-11, 1.2e-08, 1.2e-08, 4.45184e-09, 4.45184e-09, 0, 0.27, 3.332, 0, -3.57836e-14, -2.82649e-11, 0, 1.5e+15, 0, 0, 2e+18, 1.00363e+16
0.61318, 0, 0, 1.5e+15, 0, 8.94266e-22, 3.718e+18, 6.44e+20, 4.85, 4, 1.43552, 116.366, 1.26146, 2118.2, 0, 672.107, 35.6068, 2.75678e-11, -0.0142671, -2.78082, 1.5e+15, 1.97328e+10, -34.2611, -2117.92, 300, 117.196, 116.366, 1.28079, 1.26146, 1.5e+15, 4.34465e-14, 2.75247e-11, 0.170129, 2.75678e-11, -9.40254e-14, -6.13687e-15, -1.00162e-13, -2.75245e-11, -4.30095e-14, -2.75676e-11, 1.2e-08, 1.2e-08, 5.43157e-09, 5.43157e-09, 0, 0.27, 3.332, 0, -1.00162e-13, -2.75676e-11, 0, 1.5e+15, 0, 0, 2e+18, 9.89016e+15
0.63682, 0, 0, 1.5e+15, 0, 8.94266e-22, 3.718e+18, 6.44e+20, 4.85, 4, 1.43574, 116.366, 1.26146, 2197.83, 0, 671.761, 37.3004, 2.74813e-11, -0.0144985, -2.78224, 1.5e+15, 2.04822e+10, -43.5827, -2197.36, 300, 117.196, 116.366, 1.28079, 1.26146, 1.5e+15, 4.72071e-14, 2.74347e-11, 0.17013, 2.74813e-11, -1.20407e-13, -7.94713e-15, -1.28354e-13, -2.74342e-11, -4.64452e-14, -2.74806e-11, 1.2e-08, 1.2e-08, 5.28968e-09, 5.28968e-09, 0, 0.27, 3.332, 0, -1.28354e-13, -2.74806e-11, 0, 1.5e+15, 0, 0, 2e+18, 9.88502e+15
0.75, 0, 0, 1.5e+15, 0, 8.94266e-22, 3.718e+18, 6.44e+20, 4.85, 4, 1.43615, 116.366, 1.26146, 2214.51, 0, 682.216, 45.6152, 2.87688e-11, -0.014507, -2.78785, 1.5e+15, 2.52281e+10, -16.7715, -2214.29, 300, 117.196, 116.366, 1.28079, 1.26146, 1.5e+15, 5.73325e-14, 2.87119e-11, 0.170144, 2.87688e-11, -6.4393e-14, -6.37238e-15, -7.07653e-14, -2.87114e-11, -5.67933e-14, -2.87682e-11, 1.2e-08, 1.2e-08, 5.11219e-09, 5.11219e-09, 0, 0.27, 3.332, 0, -7.07653e-14, -2.87682e-11, 0, 1.5e+15, 0, 0, 2e+18, 1.00379e+16
