"depth", "composition x", "composition y", "donor conc", "acceptor conc", "ni", "nc", "nv", "eg", "electron affinity", "potential", "e- mobility", "h+ mobility", "electric field", "impact gen rate", "electron conc", "hole conc", "cond. current density", "electron qfl", "hole qfl", "net doping", "recombination rate", "e field x", "e field y", "lattice temperature", "e- mobility x", "e- mobility y", "h+ mobility x", "h+ mobility y", "total doping", "h+ current density", "e- current density", "current flowlines", "total current density", "je- x", "jh+ x", "jtot x", "je- y", "jh+ y", "jtot y", "e- srh tno", "h+ srh tno", "joule heat power", "total heat power", "rec heat power", "heat conductivity", "heat capacity", "peltier-thomson heat power", "cond current x", "cond current y", "ionized acceptor concentration", "ionized donor concentration", "e- ionization coefficient", "h+ ionization coefficient", "acceptor trap dos #1", "acceptor trap ionized density #1"
3.55271e-15, 0, 0, 1e+19, 0, 8.94267e-22, 3.718e+18, 6.44e+20, 4.85, 4, 2.34458, 12.1176, 0.0128723, 8980.18, 0, 1.80986e+18, 1.56201e-17, 1.51576e-09, -4.2861e-17, -1.38737, 1e+19, 2.61634e-09, 6.20175e-10, 8980.18, 300, 12.1176, 12.1176, 0.0128723, 0.0128723, 1e+19, 6.327e-34, 1.51576e-09, 0.443247, 1.51576e-09, 7.50664e-10, -5.36071e-36, 7.50664e-10, 1.30923e-09, -6.32668e-34, 1.30923e-09, 1.2e-08, 1.2e-08, 0, 0, 0, 0.27, 3.332, 0, 7.50664e-10, 1.30923e-09, 0, 7.6556e+17, 0, 0, 0, 0
0.0666667, 0, 0, 1e+19, 0, 8.94267e-22, 3.718e+18, 6.44e+20, 4.85, 4, 2.34458, 12.1176, 0.0128723, 10183.2, 0, 1.80986e+18, 1.68769e-17, 1.71357e-09, -4.59225e-17, -1.38844, 1e+19, 2.82685e-09, -3.05217e-08, 10183.2, 300, 12.1176, 12.1176, 0.0128723, 0.0128723, 1e+19, 6.69596e-34, 1.71357e-09, 0.44322, 1.71357e-09, 1.09919e-09, -9.13673e-36, 1.09919e-09, 1.31041e-09, -6.69511e-34, 1.31041e-09, 1.2e-08, 1.2e-08, 0, 0, 0, 0.27, 3.332, 0, 1.09919e-09, 1.31041e-09, 0, 7.6556e+17, 0, 0, 0, 0
0.125, 0, 0, 1e+19, 0, 8.94267e-22, 3.718e+18, 6.44e+20, 4.85, 4, 2.34458, 12.1176, 0.0128723, 10183.2, 0, 1.80986e+18, 1.68769e-17, 2.00436e-09, -4.59225e-17, -1.38844, 1e+19, 2.82685e-09, -5.70323e-08, 10183.2, 300, 12.1176, 12.1176, 0.0128723, 0.0128723, 1e+19, 6.83961e-34, 2.00436e-09, 0.443208, 2.00436e-09, 1.49893e-09, -9.13673e-36, 1.49893e-09, 1.31366e-09, -6.83876e-34, 1.31366e-09, 1.2e-08, 1.2e-08, 0, 0, 0, 0.27, 3.332, 0, 1.49893e-09, 1.31366e-09, 0, 7.6556e+17, 0, 0, 0, 0
0.191667, 0, 0, 1e+19, 0, 8.94267e-22, 3.718e+18, 6.44e+20, 4.85, 4, 2.34458, 12.1176, 0.0128723, 10183.2, 0, 1.80986e+18, 1.99043e-17, 2.56406e-09, -4.59225e-17, -1.39071, 1e+19, 3.33393e-09, -8.75777e-08, 10183.2, 300, 12.1176, 12.1176, 0.0128723, 0.0128723, 1e+19, 7.72317e-34, 2.56406e-09, 0.443183, 2.56406e-09, 2.19943e-09, -1.64593e-35, 2.19943e-09, 1.30954e-09, -7.72083e-34, 1.30954e-09, 1.2e-08, 1.2e-08, 0, 0, 0, 0.27, 3.332, 0, 2.19943e-09, 1.30954e-09, 0, 7.6556e+17, 0, 0, 0, 0
0.25, 0, 0, 1e+19, 0, 8.94267e-22, 3.718e+18, 6.44e+20, 4.85, 4, 2.34458, 12.1176, 0.0128723, 10183.2, 0, 1.80986e+18, 1.99043e-17, 3.283e-09, -4.59225e-17, -1.39071, 1e+19, 3.33393e-09, -8.75637e-08, 10183.2, 300, 12.1176, 12.1176, 0.0128723, 0.0128723, 1e+19, 8.06918e-34, 3.283e-09, 0.443159, 3.283e-09, 3.00094e-09, -1.64593e-35, 3.00094e-09, 1.30628e-09, -8.06684e-34, 1.30628e-09, 1.2e-08, 1.2e-08, 0, 0, 0, 0.27, 3.332, 0, 3.00094e-09, 1.30628e-09, 0, 7.6556e+17, 0, 0, 0, 0
0.316667, 0, 0, 1e+19, 0, 8.94267e-22, 3.718e+18, 6.44e+20, 4.85, 4, 2.34458, 12.1176, 0.0128723, 10183.2, 0, 1.80986e+18, 2.45946e-17, 3.93289e-09, -4.2861e-17, -1.39363, 1e+19, 4.11955e-09, -5.6598e-08, 10183.2, 300, 12.1176, 12.1176, 0.0128723, 0.0128723, 1e+19, 9.43643e-34, 3.93289e-09, 0.443134, 3.93289e-09, 3.70536e-09, -2.3854e-35, 3.70536e-09, 1.31807e-09, -9.43246e-34, 1.31807e-09, 1.2e-08, 1.2e-08, 0, 0, 0, 0.27, 3.332, 0, 3.70536e-09, 1.31807e-09, 0, 7.6556e+17, 0, 0, 0, 0
0.375, 0, 0, 1e+19, 0, 8.94267e-22, 3.718e+18, 6.44e+20, 4.85, 4, 2.34458, 12.1176, 0.0128723, 10183.2, 0, 1.80986e+18, 2.45946e-17, 4.70872e-09, -4.2861e-17, -1.39363, 1e+19, 4.11955e-09, -3.00236e-08, 10183.2, 300, 12.1176, 12.1176, 0.0128723, 0.0128723, 1e+19, 9.97251e-34, 4.70872e-09, 0.443111, 4.70872e-09, 4.51095e-09, -2.3854e-35, 4.51095e-09, 1.32133e-09, -9.96854e-34, 1.32133e-09, 1.2e-08, 1.2e-08, 0, 0, 0, 0.27, 3.332, 0, 4.51095e-09, 1.32133e-09, 0, 7.6556e+17, 0, 0, 0, 0
0.441667, 0, 0, 1e+19, 0, 8.94267e-22, 3.718e+18, 6.44e+20, 4.85, 4, 2.34458, 12.1176, 0.0128723, 10183.2, 0, 1.80986e+18, 3.10893e-17, 5.38461e-09, -3.36765e-17, -1.39686, 1e+19, 5.2074e-09, 6.21497e-08, 10183.2, 300, 12.1176, 12.1176, 0.0128723, 0.0128723, 1e+19, 1.18644e-33, 5.38461e-09, 0.443086, 5.38461e-09, 5.21734e-09, -3.2642e-35, 5.21734e-09, 1.32781e-09, -1.18585e-33, 1.32781e-09, 1.2e-08, 1.2e-08, 0, 0, 0, 0.27, 3.332, 0, 5.21734e-09, 1.32781e-09, 0, 7.6556e+17, 0, 0, 0, 0
0.5, 0, 0, 1e+19, 0, 8.94267e-22, 3.718e+18, 6.44e+20, 4.85, 4, 2.34458, 12.1176, 0.0128723, 10183.2, 0, 1.80986e+18, 3.10893e-17, 6.18128e-09, -3.36765e-17, -1.39686, 1e+19, 5.2074e-09, 1.1522e-07, 10183.2, 300, 12.1176, 12.1176, 0.0128723, 0.0128723, 1e+19, 1.26067e-33, 6.18128e-09, 0.443063, 6.18128e-09, 6.02767e-09, -3.2642e-35, 6.02767e-09, 1.34084e-09, -1.26008e-33, 1.34084e-09, 1.2e-08, 1.2e-08, 0, 0, 0, 0.27, 3.332, 0, 6.02767e-09, 1.34084e-09, 0, 7.6556e+17, 0, 0, 0, 0
0.566667, 0, 0, 1e+19, 0, 8.94267e-22, 3.718e+18, 6.44e+20, 4.85, 4, 2.34458, 12.1176, 0.0128723, 10183.2, 0, 1.80986e+18, 3.99003e-17, 6.87546e-09, -3.36765e-17, -1.4003, 1e+19, 6.68321e-09, 1.14164e-07, 10183.2, 300, 12.1176, 12.1176, 0.0128723, 0.0128723, 1e+19, 1.51753e-33, 6.87546e-09, 0.443038, 6.87546e-09, 6.74192e-09, -4.20647e-35, 6.74192e-09, 1.34202e-09, -1.51677e-33, 1.34202e-09, 1.2e-08, 1.2e-08, 0, 0, 0, 0.27, 3.332, 0, 6.74192e-09, 1.34202e-09, 0, 7.6556e+17, 0, 0, 0, 0
