"depth", "composition x", "composition y", "donor conc", "acceptor conc", "ni", "nc", "nv", "eg", "electron affinity", "potential", "e- mobility", "h+ mobility", "electric field", "impact gen rate", "electron conc", "hole conc", "cond. current density", "electron qfl", "hole qfl", "net doping", "recombination rate", "e field x", "e field y", "lattice temperature", "e- mobility x", "e- mobility y", "h+ mobility x", "h+ mobility y", "total doping", "h+ current density", "e- current density", "current flowlines", "total current density", "je- x", "jh+ x", "jtot x", "je- y", "jh+ y", "jtot y", "e- srh tno", "h+ srh tno", "joule heat power", "total heat power", "rec heat power", "heat conductivity", "heat capacity", "peltier-thomson heat power", "cond current x", "cond current y", "ionized acceptor concentration", "ionized donor concentration", "e- ionization coefficient", "h+ ionization coefficient", "acceptor trap dos #1", "acceptor trap ionized density #1"
3.55271e-15, 0, 0, 1e+19, 0, 8.94266e-22, 3.718e+18, 6.44e+20, 4.85, 4, 2.34458, 12.1176, 0.0128723, 8980.18, 0, 1.80986e+18, 1.76306e-17, 1.43166e-09, -1.8389e-16, -1.38902, 1e+19, 2.95308e-09, 6.17654e-10, 8980.18, 300, 12.1176, 12.1176, 0.0128723, 0.0128723, 1e+19, 7.14146e-34, 1.43166e-09, 0.170026, 1.43166e-09, 7.11941e-10, -5.96003e-36, 7.11941e-10, 1.23449e-09, -7.14111e-34, 1.23449e-09, 1.2e-08, 1.2e-08, 1.45736e-05, 1.45736e-05, 0, 0.27, 3.332, 0, 7.11941e-10, 1.23449e-09, 0, 7.6556e+17, 0, 0, 0, 0
0.0666667, 0, 0, 1e+19, 0, 8.94266e-22, 3.718e+18, 6.44e+20, 4.85, 4, 2.34458, 12.1176, 0.0128723, 10183.2, 0, 1.80986e+18, 1.90279e-17, 1.61757e-09, -1.80828e-16, -1.39007, 1e+19, 3.18713e-09, -3.05259e-08, 10183.2, 300, 12.1176, 12.1176, 0.0128723, 0.0128723, 1e+19, 7.55168e-34, 1.61757e-09, 0.169707, 1.61757e-09, 1.04229e-09, -1.0145e-35, 1.04229e-09, 1.23331e-09, -7.55075e-34, 1.23331e-09, 1.2e-08, 1.2e-08, 1.4557e-05, 1.4557e-05, 0, 0.27, 3.332, 0, 1.04229e-09, 1.23331e-09, 0, 7.6556e+17, 0, 0, 0, 0
0.125, 0, 0, 1e+19, 0, 8.94266e-22, 3.718e+18, 6.44e+20, 4.85, 4, 2.34458, 12.1176, 0.0128723, 10183.2, 0, 1.80986e+18, 1.90279e-17, 1.89584e-09, -1.80828e-16, -1.39007, 1e+19, 3.18713e-09, -5.70379e-08, 10183.2, 300, 12.1176, 12.1176, 0.0128723, 0.0128723, 1e+19, 7.71138e-34, 1.89584e-09, 0.169557, 1.89584e-09, 1.42235e-09, -1.0145e-35, 1.42235e-09, 1.23657e-09, -7.71045e-34, 1.23657e-09, 1.2e-08, 1.2e-08, 1.45286e-05, 1.45286e-05, 0, 0.27, 3.332, 0, 1.42235e-09, 1.23657e-09, 0, 7.6556e+17, 0, 0, 0, 0
0.191667, 0, 0, 1e+19, 0, 8.94266e-22, 3.718e+18, 6.44e+20, 4.85, 4, 2.34458, 12.1176, 0.0128723, 10183.2, 0, 1.80986e+18, 2.23875e-17, 2.42814e-09, -1.77767e-16, -1.39232, 1e+19, 3.74986e-09, -8.75869e-08, 10183.2, 300, 12.1176, 12.1176, 0.0128723, 0.0128723, 1e+19, 8.69197e-34, 2.42814e-09, 0.169237, 2.42814e-09, 2.08649e-09, -1.81995e-35, 2.08649e-09, 1.2348e-09, -8.68943e-34, 1.2348e-09, 1.2e-08, 1.2e-08, 1.45128e-05, 1.45128e-05, 0, 0.27, 3.332, 0, 2.08649e-09, 1.2348e-09, 0, 7.6556e+17, 0, 0, 0, 0
0.25, 0, 0, 1e+19, 0, 8.94266e-22, 3.718e+18, 6.44e+20, 4.85, 4, 2.34458, 12.1176, 0.0128723, 10183.2, 0, 1.80986e+18, 2.23875e-17, 3.11283e-09, -1.77767e-16, -1.39232, 1e+19, 3.74986e-09, -8.7574e-08, 10183.2, 300, 12.1176, 12.1176, 0.0128723, 0.0128723, 1e+19, 9.07596e-34, 3.11283e-09, 0.168936, 3.11283e-09, 2.84729e-09, -1.81995e-35, 2.84729e-09, 1.23317e-09, -9.07342e-34, 1.23317e-09, 1.2e-08, 1.2e-08, 1.44843e-05, 1.44843e-05, 0, 0.27, 3.332, 0, 2.84729e-09, 1.23317e-09, 0, 7.6556e+17, 0, 0, 0, 0
0.316667, 0, 0, 1e+19, 0, 8.94266e-22, 3.718e+18, 6.44e+20, 4.85, 4, 2.34458, 12.1176, 0.0128723, 10183.2, 0, 1.80986e+18, 2.75615e-17, 3.72907e-09, -1.80828e-16, -1.39518, 1e+19, 4.6165e-09, -5.66112e-08, 10183.2, 300, 12.1176, 12.1176, 0.0128723, 0.0128723, 1e+19, 1.05842e-33, 3.72907e-09, 0.168612, 3.72907e-09, 3.51733e-09, -2.6246e-35, 3.51733e-09, 1.23847e-09, -1.05799e-33, 1.23847e-09, 1.2e-08, 1.2e-08, 1.45012e-05, 1.45012e-05, 0, 0.27, 3.332, 0, 3.51733e-09, 1.23847e-09, 0, 7.6556e+17, 0, 0, 0, 0
0.375, 0, 0, 1e+19, 0, 8.94266e-22, 3.718e+18, 6.44e+20, 4.85, 4, 2.34458, 12.1176, 0.0128723, 10183.2, 0, 1.80986e+18, 2.75615e-17, 4.46665e-09, -1.80828e-16, -1.39518, 1e+19, 4.6165e-09, -3.00377e-08, 10183.2, 300, 12.1176, 12.1176, 0.0128723, 0.0128723, 1e+19, 1.11756e-33, 4.46665e-09, 0.16831, 4.46665e-09, 4.28253e-09, -2.6246e-35, 4.28253e-09, 1.24173e-09, -1.11713e-33, 1.24173e-09, 1.2e-08, 1.2e-08, 1.45296e-05, 1.45296e-05, 0, 0.27, 3.332, 0, 4.28253e-09, 1.24173e-09, 0, 7.6556e+17, 0, 0, 0, 0
0.441667, 0, 0, 1e+19, 0, 8.94266e-22, 3.718e+18, 6.44e+20, 4.85, 4, 2.34458, 12.1176, 0.0128723, 10183.2, 0, 1.80986e+18, 3.46941e-17, 5.11333e-09, -1.71644e-16, -1.39836, 1e+19, 5.81119e-09, 6.21324e-08, 10183.2, 300, 12.1176, 12.1176, 0.0128723, 0.0128723, 1e+19, 1.32533e-33, 5.11333e-09, 0.167982, 5.11333e-09, 4.95723e-09, -3.56833e-35, 4.95723e-09, 1.24998e-09, -1.3247e-33, 1.24998e-09, 1.2e-08, 1.2e-08, 1.46116e-05, 1.46116e-05, 0, 0.27, 3.332, 0, 4.95723e-09, 1.24998e-09, 0, 7.6556e+17, 0, 0, 0, 0
0.5, 0, 0, 1e+19, 0, 8.94266e-22, 3.718e+18, 6.44e+20, 4.85, 4, 2.34458, 12.1176, 0.0128723, 10183.2, 0, 1.80986e+18, 3.46941e-17, 5.87221e-09, -1.71644e-16, -1.39836, 1e+19, 5.81119e-09, 1.15201e-07, 10183.2, 300, 12.1176, 12.1176, 0.0128723, 0.0128723, 1e+19, 1.40686e-33, 5.87221e-09, 0.167675, 5.87221e-09, 5.72956e-09, -3.56833e-35, 5.72956e-09, 1.25813e-09, -1.40623e-33, 1.25813e-09, 1.2e-08, 1.2e-08, 1.47538e-05, 1.47538e-05, 0, 0.27, 3.332, 0, 5.72956e-09, 1.25813e-09, 0, 7.6556e+17, 0, 0, 0, 0
0.566667, 0, 0, 1e+19, 0, 8.94266e-22, 3.718e+18, 6.44e+20, 4.85, 4, 2.34458, 12.1176, 0.0128723, 10183.2, 0, 1.80986e+18, 4.42933e-17, 6.53599e-09, -1.68582e-16, -1.40172, 1e+19, 7.41903e-09, 1.14142e-07, 10183.2, 300, 12.1176, 12.1176, 0.0128723, 0.0128723, 1e+19, 1.68669e-33, 6.53599e-09, 0.167342, 6.53599e-09, 6.41041e-09, -4.5739e-35, 6.41041e-09, 1.26756e-09, -1.68587e-33, 1.26756e-09, 1.2e-08, 1.2e-08, 1.48201e-05, 1.48201e-05, 0, 0.27, 3.332, 0, 6.41041e-09, 1.26756e-09, 0, 7.6556e+17, 0, 0, 0, 0
0.625, 0, 0, 1e+19, 0, 8.94266e-22, 3.718e+18, 6.44e+20, 4.85, 4, 2.34458, 12.1176, 0.0128723, 10183.2, 0, 1.80986e+18, 4.42933e-17, 7.30805e-09, -1.68582e-16, -1.40172, 1e+19, 7.41903e-09, 6.11293e-08, 10183.2, 300, 12.1176, 12.1176, 0.0128723, 0.0128723, 1e+19, 1.7964e-33, 7.30805e-09, 0.16703, 7.30805e-09, 7.19088e-09, -4.5739e-35, 7.19088e-09, 1.27408e-09, -1.79559e-33, 1.27408e-09, 1.2e-08, 1.2e-08, 1.49339e-05, 1.49339e-05, 0, 0.27, 3.332, 0, 7.19088e-09, 1.27408e-09, 0, 7.6556e+17, 0, 0, 0, 0
