"depth", "composition x", "composition y", "donor conc", "acceptor conc", "ni", "nc", "nv", "eg", "electron affinity", "potential", "e- mobility", "h+ mobility", "electric field", "impact gen rate", "electron conc", "hole conc", "cond. current density", "electron qfl", "hole qfl", "net doping", "recombination rate", "e field x", "e field y", "lattice temperature", "e- mobility x", "e- mobility y", "h+ mobility x", "h+ mobility y", "total doping", "h+ current density", "e- current density", "current flowlines", "total current density", "je- x", "jh+ x", "jtot x", "je- y", "jh+ y", "jtot y", "e- srh tno", "h+ srh tno", "joule heat power", "total heat power", "rec heat power", "heat conductivity", "heat capacity", "peltier-thomson heat power", "cond current x", "cond current y", "ionized acceptor concentration", "ionized donor concentration", "e- ionization coefficient", "h+ ionization coefficient", "acceptor trap dos #1", "acceptor trap ionized density #1"
3.55271e-15, 0, 0, 1.5e+15, 0, 8.94267e-22, 3.718e+18, 6.44e+20, 4.85, 4, 1.4353, 116.366, 1.26146, 1988.98, 0, 680.269, 12.4753, 2.68098e-11, -0.0137383, -2.75352, 1.5e+15, 7.10556e+09, 31.5377, -1988.68, 300, 117.196, 116.366, 1.28079, 1.26146, 1.5e+15, 1.40984e-14, 2.67957e-11, 0.443166, 2.68098e-11, 1.41322e-13, -6.00365e-16, 1.40722e-13, -2.67916e-11, -1.40827e-14, -2.68057e-11, 1.2e-08, 1.2e-08, 0, 0, 0, 0.27, 3.332, 0, 1.40722e-13, -2.68057e-11, 0, 1.5e+15, 0, 0, 2e+18, 1.00098e+16
0.11318, 0, 0, 1.5e+15, 0, 8.94267e-22, 3.718e+18, 6.44e+20, 4.85, 4, 1.43492, 116.366, 1.26146, 1992.59, 0, 670.114, 13.7006, 2.59074e-11, -0.0137409, -2.75556, 1.5e+15, 7.70711e+09, -1.58105, -1992.58, 300, 117.196, 116.366, 1.28079, 1.26146, 1.5e+15, 1.61112e-14, 2.58914e-11, 0.443164, 2.59074e-11, 1.38522e-13, -1.34694e-15, 1.37175e-13, -2.58873e-11, -1.60548e-14, -2.59033e-11, 1.2e-08, 1.2e-08, 0, 0, 0, 0.27, 3.332, 0, 1.37175e-13, -2.59033e-11, 0, 1.5e+15, 0, 0, 2e+18, 9.86125e+15
0.13682, 0, 0, 1.5e+15, 0, 8.94267e-22, 3.718e+18, 6.44e+20, 4.85, 4, 1.43493, 116.366, 1.26146, 2061.78, 0, 669.489, 14.1298, 2.57714e-11, -0.0137815, -2.75637, 1.5e+15, 7.95872e+09, -6.94282, -2061.75, 300, 117.196, 116.366, 1.28079, 1.26146, 1.5e+15, 1.74223e-14, 2.57542e-11, 0.443163, 2.57714e-11, -2.10089e-14, -2.08444e-15, -2.30933e-14, -2.57541e-11, -1.72514e-14, -2.57714e-11, 1.2e-08, 1.2e-08, 0, 0, 0, 0.27, 3.332, 0, -2.30933e-14, -2.57714e-11, 0, 1.5e+15, 0, 0, 2e+18, 9.85205e+15
0.25, 0, 0, 1.5e+15, 0, 8.94267e-22, 3.718e+18, 6.44e+20, 4.85, 4, 1.43532, 116.366, 1.26146, 2060.79, 0, 679.69, 16.1998, 2.67233e-11, -0.013781, -2.7603, 1.5e+15, 9.18187e+09, -5.3781, -2060.76, 300, 117.196, 116.366, 1.28079, 1.26146, 1.5e+15, 1.99879e-14, 2.67034e-11, 0.443167, 2.67233e-11, -2.03231e-14, -2.03629e-15, -2.23594e-14, -2.67034e-11, -1.98278e-14, -2.67232e-11, 1.2e-08, 1.2e-08, 0, 0, 0, 0.27, 3.332, 0, -2.23594e-14, -2.67232e-11, 0, 1.5e+15, 0, 0, 2e+18, 1.00013e+16
0.36318, 0, 0, 1.5e+15, 0, 8.94267e-22, 3.718e+18, 6.44e+20, 4.85, 4, 1.43495, 116.366, 1.26146, 2079.25, 0, 669.686, 19.9328, 2.60185e-11, -0.0137902, -2.76529, 1.5e+15, 1.11437e+10, -28.2077, -2079.05, 300, 117.196, 116.366, 1.28079, 1.26146, 1.5e+15, 2.42383e-14, 2.59945e-11, 0.443168, 2.60185e-11, -7.27448e-14, -3.53851e-15, -7.62833e-14, -2.59944e-11, -2.39505e-14, -2.60184e-11, 1.2e-08, 1.2e-08, 0, 0, 0, 0.27, 3.332, 0, -7.62833e-14, -2.60184e-11, 0, 1.5e+15, 0, 0, 2e+18, 9.85486e+15
0.38682, 0, 0, 1.5e+15, 0, 8.94267e-22, 3.718e+18, 6.44e+20, 4.85, 4, 1.43513, 116.366, 1.26146, 2016.75, 0, 670.6, 20.7571, 2.62042e-11, -0.0139329, -2.76651, 1.5e+15, 1.16022e+10, -28.7032, -2016.55, 300, 117.196, 116.366, 1.28079, 1.26146, 1.5e+15, 2.60259e-14, 2.61784e-11, 0.443169, 2.62042e-11, -7.8399e-14, -3.49907e-15, -8.1898e-14, -2.61782e-11, -2.57861e-14, -2.6204e-11, 1.2e-08, 1.2e-08, 0, 0, 0, 0.27, 3.332, 0, -8.1898e-14, -2.6204e-11, 0, 1.5e+15, 0, 0, 2e+18, 9.86826e+15
0.5, 0, 0, 1.5e+15, 0, 8.94267e-22, 3.718e+18, 6.44e+20, 4.85, 4, 1.43553, 116.366, 1.26146, 2029.97, 0, 680.965, 25.2522, 2.73745e-11, -0.0139391, -2.77198, 1.5e+15, 1.41864e+10, -6.52364, -2029.94, 300, 117.196, 116.366, 1.28079, 1.26146, 1.5e+15, 3.09827e-14, 2.73437e-11, 0.443174, 2.73745e-11, -3.11227e-14, -3.06243e-15, -3.41851e-14, -2.73436e-11, -3.08158e-14, -2.73744e-11, 1.2e-08, 1.2e-08, 0, 0, 0, 0.27, 3.332, 0, -3.41851e-14, -2.73744e-11, 0, 1.5e+15, 0, 0, 2e+18, 1.00198e+16
0.61318, 0, 0, 1.5e+15, 0, 8.94267e-22, 3.718e+18, 6.44e+20, 4.85, 4, 1.43516, 116.366, 1.26146, 2051.35, 0, 670.993, 32.207, 2.66983e-11, -0.0139503, -2.7779, 1.5e+15, 1.78625e+10, -33.0455, -2051.08, 300, 117.196, 116.366, 1.28079, 1.26146, 1.5e+15, 3.9247e-14, 2.66594e-11, 0.443174, 2.66983e-11, -9.01225e-14, -5.67216e-15, -9.57946e-14, -2.66592e-11, -3.88334e-14, -2.66981e-11, 1.2e-08, 1.2e-08, 0, 0, 0, 0.27, 3.332, 0, -9.57946e-14, -2.66981e-11, 0, 1.5e+15, 0, 0, 2e+18, 9.87388e+15
0.63682, 0, 0, 1.5e+15, 0, 8.94267e-22, 3.718e+18, 6.44e+20, 4.85, 4, 1.43537, 116.366, 1.26146, 2129.15, 0, 670.649, 33.777, 2.66139e-11, -0.0141739, -2.77934, 1.5e+15, 1.85876e+10, -42.0762, -2128.71, 300, 117.196, 116.366, 1.28079, 1.26146, 1.5e+15, 4.28091e-14, 2.65718e-11, 0.443175, 2.66139e-11, -1.15454e-13, -7.39559e-15, -1.22849e-13, -2.65712e-11, -4.20797e-14, -2.66133e-11, 1.2e-08, 1.2e-08, 0, 0, 0, 0.27, 3.332, 0, -1.22849e-13, -2.66133e-11, 0, 1.5e+15, 0, 0, 2e+18, 9.86876e+15
0.75, 0, 0, 1.5e+15, 0, 8.94267e-22, 3.718e+18, 6.44e+20, 4.85, 4, 1.43578, 116.366, 1.26146, 2145.16, 0, 681.073, 41.4827, 2.78548e-11, -0.0141821, -2.78506, 1.5e+15, 2.29722e+10, -16.2224, -2144.95, 300, 117.196, 116.366, 1.28079, 1.26146, 1.5e+15, 5.2114e-14, 2.78031e-11, 0.44318, 2.78548e-11, -6.1782e-14, -5.96064e-15, -6.77427e-14, -2.78027e-11, -5.15935e-14, -2.78543e-11, 1.2e-08, 1.2e-08, 0, 0, 0, 0.27, 3.332, 0, -6.77427e-14, -2.78543e-11, 0, 1.5e+15, 0, 0, 2e+18, 1.00212e+16
